"pollutant","plant_label","plant","plant_id","years","generation_mwh","max_ef"
"NOx","Plant 1","영흥#1","epsis_000bf26a6c20",10,323596683.889,0.103747044959199
"NOx","Plant 2","태안#1","epsis_fd745dacd228",10,321265135.779096,0.656983837601824
"NOx","Plant 3","당진#1","epsis_c21285c806f7",10,313815633.050385,0.464702708839144
"NOx","Plant 4","하동#1","epsis_6168fff3abfd",10,252697085.887498,0.405255974071632
"NOx","Plant 5","삼천포#1","epsis_2c71027a1ed2",10,167710773.708352,0.922123567002476
"NOx","Plant 6","포스코#3GT","epsis_9969a895943c",10,118571032.8408,0.0753437138100753
