"year","observed","ef_kg_per_mwh","two_period_hat","post_median_hat","pollutant","group","break_year"
2015,TRUE,0.013724136504961,0.0161117150681486,0.013724136504961,"TSP","Anthracite",2022
2016,TRUE,0.0182422814777268,0.0148076133325493,0.0182422814777268,"TSP","Anthracite",2022
2017,TRUE,0.0124147840524421,0.0135035115969499,0.0124147840524421,"TSP","Anthracite",2022
2018,TRUE,0.0143793585584503,0.0121994098613505,0.0143793585584503,"TSP","Anthracite",2022
2019,TRUE,0.00932927932513348,0.0108953081257512,0.00932927932513348,"TSP","Anthracite",2022
2020,TRUE,0.00769045873135707,0.00959120639015183,0.00769045873135707,"TSP","Anthracite",2022
2021,TRUE,0.009615570379383,0.00828710465455247,0.009615570379383,"TSP","Anthracite",2022
2022,TRUE,0.00842623601595378,0.111876264674633,0.00842623601595378,"TSP","Anthracite",2022
2023,TRUE,0.0108651329387282,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2024,TRUE,0.316337425069216,0.111876264674633,0.316337425069216,"TSP","Anthracite",2022
2025,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2026,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2027,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2028,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2029,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2030,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2031,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2032,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2033,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2034,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2035,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2036,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2037,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2038,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2039,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2040,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2041,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2042,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2043,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2044,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2045,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2046,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2047,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2048,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2049,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
2050,FALSE,,0.111876264674633,0.0108651329387282,"TSP","Anthracite",2022
