"year","observed","ef_kg_per_mwh","two_period_hat","post_median_hat","pollutant","group","break_year"
2015,TRUE,0.310704527645173,0.318007813946947,0.310704527645173,"SOx","Bituminous coal",2021
2016,TRUE,0.288905355096491,0.278988438172502,0.288905355096491,"SOx","Bituminous coal",2021
2017,TRUE,0.234747331943525,0.239969062398057,0.234747331943525,"SOx","Bituminous coal",2021
2018,TRUE,0.209984929691441,0.200949686623613,0.209984929691441,"SOx","Bituminous coal",2021
2019,TRUE,0.15637377989002,0.161930310849168,0.15637377989002,"SOx","Bituminous coal",2021
2020,TRUE,0.122040322798361,0.122910935074724,0.122040322798361,"SOx","Bituminous coal",2021
2021,TRUE,0.123093570655327,0.110582488149393,0.123093570655327,"SOx","Bituminous coal",2021
2022,TRUE,0.10903550077271,0.110582488149393,0.10903550077271,"SOx","Bituminous coal",2021
2023,TRUE,0.108906898772193,0.110582488149393,0.108906898772193,"SOx","Bituminous coal",2021
2024,TRUE,0.10129398239734,0.110582488149393,0.10129398239734,"SOx","Bituminous coal",2021
2025,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2026,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2027,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2028,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2029,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2030,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2031,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2032,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2033,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2034,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2035,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2036,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2037,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2038,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2039,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2040,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2041,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2042,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2043,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2044,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2045,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2046,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2047,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2048,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2049,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
2050,FALSE,,0.110582488149393,0.108971199772451,"SOx","Bituminous coal",2021
