"date","observed","ef_kg_per_mwh","two_period_hat","post_median_hat","pollutant","group","break_date"
2010-01-01,TRUE,0.476645958844799,0.658044220120752,0.476645958844799,"SOx","oil",2018-09-01
2010-02-01,TRUE,0.408130919420152,0.654780087622816,0.408130919420152,"SOx","oil",2018-09-01
2010-03-01,TRUE,0.52985562965836,0.65151595512488,0.52985562965836,"SOx","oil",2018-09-01
2010-04-01,TRUE,0.307199678509563,0.648251822626943,0.307199678509563,"SOx","oil",2018-09-01
2010-05-01,TRUE,0.292148453805686,0.644987690129007,0.292148453805686,"SOx","oil",2018-09-01
2010-06-01,TRUE,0.547446175894861,0.641723557631071,0.547446175894861,"SOx","oil",2018-09-01
2010-07-01,TRUE,0.597120306288058,0.638459425133135,0.597120306288058,"SOx","oil",2018-09-01
2010-08-01,TRUE,0.489923289891171,0.635195292635199,0.489923289891171,"SOx","oil",2018-09-01
2010-09-01,TRUE,0.579771856393588,0.631931160137263,0.579771856393588,"SOx","oil",2018-09-01
2010-10-01,TRUE,0.456417696578539,0.628667027639327,0.456417696578539,"SOx","oil",2018-09-01
2010-11-01,TRUE,0.508856294045202,0.625402895141391,0.508856294045202,"SOx","oil",2018-09-01
2010-12-01,TRUE,0.70506278444907,0.622138762643455,0.70506278444907,"SOx","oil",2018-09-01
2011-01-01,TRUE,0.570753437880544,0.618874630145519,0.570753437880544,"SOx","oil",2018-09-01
2011-02-01,TRUE,0.518904448630248,0.615610497647582,0.518904448630248,"SOx","oil",2018-09-01
2011-03-01,TRUE,0.515790377573842,0.612346365149646,0.515790377573842,"SOx","oil",2018-09-01
2011-04-01,TRUE,0.339322732108142,0.60908223265171,0.339322732108142,"SOx","oil",2018-09-01
2011-05-01,FALSE,,0.605818100153774,0.0147119051657846,"SOx","oil",2018-09-01
2011-06-01,TRUE,0.704273873304477,0.602553967655838,0.704273873304477,"SOx","oil",2018-09-01
2011-07-01,TRUE,0.732895915590868,0.599289835157902,0.732895915590868,"SOx","oil",2018-09-01
2011-08-01,TRUE,0.80459966971533,0.596025702659966,0.80459966971533,"SOx","oil",2018-09-01
2011-09-01,TRUE,0.533116888934905,0.59276157016203,0.533116888934905,"SOx","oil",2018-09-01
2011-10-01,TRUE,0.284373250511613,0.589497437664094,0.284373250511613,"SOx","oil",2018-09-01
2011-11-01,TRUE,0.576141040512886,0.586233305166158,0.576141040512886,"SOx","oil",2018-09-01
2011-12-01,TRUE,0.765966104710799,0.582969172668222,0.765966104710799,"SOx","oil",2018-09-01
2012-01-01,TRUE,0.662140576127928,0.579705040170285,0.662140576127928,"SOx","oil",2018-09-01
2012-02-01,TRUE,0.592661097756658,0.576440907672349,0.592661097756658,"SOx","oil",2018-09-01
2012-03-01,TRUE,0.571678256618258,0.573176775174413,0.571678256618258,"SOx","oil",2018-09-01
2012-04-01,TRUE,0.519630873794136,0.569912642676477,0.519630873794136,"SOx","oil",2018-09-01
2012-05-01,TRUE,0.648194732505053,0.566648510178541,0.648194732505053,"SOx","oil",2018-09-01
2012-06-01,TRUE,0.714557087690653,0.563384377680605,0.714557087690653,"SOx","oil",2018-09-01
2012-07-01,TRUE,0.766633635980924,0.560120245182669,0.766633635980924,"SOx","oil",2018-09-01
2012-08-01,TRUE,0.738753925278414,0.556856112684733,0.738753925278414,"SOx","oil",2018-09-01
2012-09-01,TRUE,0.516029193229955,0.553591980186797,0.516029193229955,"SOx","oil",2018-09-01
2012-10-01,TRUE,0.825859932355219,0.550327847688861,0.825859932355219,"SOx","oil",2018-09-01
2012-11-01,TRUE,0.701039738217366,0.547063715190925,0.701039738217366,"SOx","oil",2018-09-01
2012-12-01,TRUE,0.601703414560749,0.543799582692988,0.601703414560749,"SOx","oil",2018-09-01
2013-01-01,TRUE,0.70898743583003,0.540535450195052,0.70898743583003,"SOx","oil",2018-09-01
2013-02-01,TRUE,0.561125171901634,0.537271317697116,0.561125171901634,"SOx","oil",2018-09-01
2013-03-01,TRUE,0.432422400424924,0.53400718519918,0.432422400424924,"SOx","oil",2018-09-01
2013-04-01,TRUE,0.720364523027731,0.530743052701244,0.720364523027731,"SOx","oil",2018-09-01
2013-05-01,TRUE,0.958966523231733,0.527478920203308,0.958966523231733,"SOx","oil",2018-09-01
2013-06-01,TRUE,0.722881701889931,0.524214787705372,0.722881701889931,"SOx","oil",2018-09-01
2013-07-01,TRUE,0.722574880842015,0.520950655207436,0.722574880842015,"SOx","oil",2018-09-01
2013-08-01,TRUE,0.731097499228048,0.5176865227095,0.731097499228048,"SOx","oil",2018-09-01
2013-09-01,TRUE,0.691262229357378,0.514422390211564,0.691262229357378,"SOx","oil",2018-09-01
2013-10-01,TRUE,0.692941469738001,0.511158257713628,0.692941469738001,"SOx","oil",2018-09-01
2013-11-01,TRUE,0.664886396805579,0.507894125215691,0.664886396805579,"SOx","oil",2018-09-01
2013-12-01,TRUE,0.616751649528083,0.504629992717755,0.616751649528083,"SOx","oil",2018-09-01
2014-01-01,TRUE,0.504180085474756,0.501365860219819,0.504180085474756,"SOx","oil",2018-09-01
2014-02-01,TRUE,0.71040199245894,0.498101727721883,0.71040199245894,"SOx","oil",2018-09-01
2014-03-01,TRUE,0.648220668311183,0.494837595223947,0.648220668311183,"SOx","oil",2018-09-01
2014-04-01,TRUE,0.471069846401126,0.491573462726011,0.471069846401126,"SOx","oil",2018-09-01
2014-05-01,TRUE,0.493687251347224,0.488309330228075,0.493687251347224,"SOx","oil",2018-09-01
2014-06-01,TRUE,0.467912500546439,0.485045197730139,0.467912500546439,"SOx","oil",2018-09-01
2014-07-01,TRUE,0.505803968229546,0.481781065232203,0.505803968229546,"SOx","oil",2018-09-01
2014-08-01,TRUE,0.578443369510878,0.478516932734267,0.578443369510878,"SOx","oil",2018-09-01
2014-09-01,TRUE,0.672644719841807,0.475252800236331,0.672644719841807,"SOx","oil",2018-09-01
2014-10-01,TRUE,0.654999445432477,0.471988667738394,0.654999445432477,"SOx","oil",2018-09-01
2014-11-01,TRUE,0.643890268364517,0.468724535240458,0.643890268364517,"SOx","oil",2018-09-01
2014-12-01,TRUE,0.563757679170491,0.465460402742522,0.563757679170491,"SOx","oil",2018-09-01
2015-01-01,TRUE,0.263223013980733,0.462196270244586,0.263223013980733,"SOx","oil",2018-09-01
2015-02-01,TRUE,0.325965326885492,0.45893213774665,0.325965326885492,"SOx","oil",2018-09-01
2015-03-01,TRUE,0.374541980287832,0.455668005248714,0.374541980287832,"SOx","oil",2018-09-01
2015-04-01,TRUE,0.327851630606433,0.452403872750778,0.327851630606433,"SOx","oil",2018-09-01
2015-05-01,TRUE,0.288717368782753,0.449139740252842,0.288717368782753,"SOx","oil",2018-09-01
2015-06-01,TRUE,0.270714734213262,0.445875607754906,0.270714734213262,"SOx","oil",2018-09-01
2015-07-01,TRUE,0.568344510172585,0.44261147525697,0.568344510172585,"SOx","oil",2018-09-01
2015-08-01,TRUE,0.320149380708548,0.439347342759034,0.320149380708548,"SOx","oil",2018-09-01
2015-09-01,TRUE,0.201730186747297,0.436083210261097,0.201730186747297,"SOx","oil",2018-09-01
2015-10-01,TRUE,0.33601471648411,0.432819077763161,0.33601471648411,"SOx","oil",2018-09-01
2015-11-01,TRUE,0.314027396111256,0.429554945265225,0.314027396111256,"SOx","oil",2018-09-01
2015-12-01,TRUE,0.368347619773747,0.426290812767289,0.368347619773747,"SOx","oil",2018-09-01
2016-01-01,TRUE,0.391155674301319,0.423026680269353,0.391155674301319,"SOx","oil",2018-09-01
2016-02-01,TRUE,0.412365936709679,0.419762547771417,0.412365936709679,"SOx","oil",2018-09-01
2016-03-01,TRUE,0.518238665047205,0.416498415273481,0.518238665047205,"SOx","oil",2018-09-01
2016-04-01,TRUE,0.378876531995115,0.413234282775545,0.378876531995115,"SOx","oil",2018-09-01
2016-05-01,TRUE,0.529622323562044,0.409970150277609,0.529622323562044,"SOx","oil",2018-09-01
2016-06-01,TRUE,0.422824806988452,0.406706017779673,0.422824806988452,"SOx","oil",2018-09-01
