"energy_type_clean","date","emissions_kg","generation_mwh","emissions_kg_ma6"
"bio_oil_and_diesel",2016-06-01,13110,105873.1,13447.3333333333
"coal",2016-06-01,2117485.9232,7649929.291871,2192051.71558333
"natural_gas",2016-06-01,0,1734784.061666,0
"oil",2016-06-01,108943.6584,257656.733,238310.1086
"oil_and_natural_gas",2016-06-01,156500,333425,215850
"bio_oil_and_diesel",2016-07-01,13759,127836.9,13535.3333333333
"coal",2016-07-01,2394516.3851,8385877.579493,2188513.08091667
"natural_gas",2016-07-01,0,2454998.254053,0
"oil",2016-07-01,256215.4923,436706.454,233563.366366667
"oil_and_natural_gas",2016-07-01,250900,539943,186650
"bio_oil_and_diesel",2016-08-01,12661,122385.6,13382.3333333333
"coal",2016-08-01,2464691.0168,8538305.642556,2214084.25215
"natural_gas",2016-08-01,0,2174874.776675,0
"oil",2016-08-01,168519.3346,399288.211,216239.24815
"oil_and_natural_gas",2016-08-01,83000,190051,147800
"bio_oil_and_diesel",2016-09-01,12926,100339.8,13402.6666666667
"coal",2016-09-01,1945973.5811,6817010.688559,2145764.7197
"natural_gas",2016-09-01,0,1894687.336405,0
"oil",2016-09-01,131306.836,237459.402,178835.141816667
"oil_and_natural_gas",2016-09-01,53300,75751,122850
"bio_oil_and_diesel",2016-10-01,5437,44588.8,11829.8333333333
"coal",2016-10-01,1995507.6615,7193405.337706,2159143.36666667
"natural_gas",2016-10-01,0,2092797.732354,0
"oil",2016-10-01,323796.0024,617894.872,204523.877016667
"oil_and_natural_gas",2016-10-01,94200,145991,119300
"bio_oil_and_diesel",2016-11-01,15061,116826.5,12159
"coal",2016-11-01,2122662.492,7662658.220352,2173472.84328333
"natural_gas",2016-11-01,0,1749309.747508,0
"oil",2016-11-01,163928.2224,387443.222,192118.257683333
"oil_and_natural_gas",2016-11-01,90000,190585,121316.666666667
"bio_oil_and_diesel",2016-12-01,19194,117884.6,13173
"coal",2016-12-01,2545303.4354,9198214.679333,2244775.76198333
"natural_gas",2016-12-01,0,1811695.994121,0
"oil",2016-12-01,160034.5055,420505.556,200633.398866667
"oil_and_natural_gas",2016-12-01,350300,690996,153616.666666667
"bio_oil_and_diesel",2017-01-01,17221,116146.9,13750
"coal",2017-01-01,2476453.349,9302584.440264,2258431.92263333
"natural_gas",2017-01-01,0,1633471.499099,0
"oil",2017-01-01,173217.458,484475.844,186800.39315
"oil_and_natural_gas",2017-01-01,115200,266509,131000
"bio_oil_and_diesel",2017-02-01,13381,99306.8,13870
"coal",2017-02-01,2132278.466,8463818.046655,2203029.83083333
"natural_gas",2017-02-01,0,1642165.667132,0
"oil",2017-02-01,115196.753,417681.588,177913.296216667
"oil_and_natural_gas",2017-02-01,110800,283980,135633.333333333
"bio_oil_and_diesel",2017-03-01,15743,92456,14339.5
"coal",2017-03-01,1963871.886,8201626.1013,2206012.88165
"natural_gas",2017-03-01,0,1316687.026011,0
"oil",2017-03-01,861.142,1708.631,156172.347216667
"bio_oil_and_diesel",2017-04-01,14998,105718.7,15933
"coal",2017-04-01,1971525.945,7649977.327793,2202015.9289
"natural_gas",2017-04-01,0,1180116.910016,0
"oil",2017-04-01,869.565,53219.263,102351.274316667
"bio_oil_and_diesel",2017-05-01,8812,53816.1,14891.5
"coal",2017-05-01,1979334.206,7745669.687293,2178127.88123333
"natural_gas",2017-05-01,0,1154225.424536,0
"oil",2017-05-01,10487.262,32822.799,76777.7809166667
"bio_oil_and_diesel",2017-06-01,18786,112374.8,14823.5
"coal",2017-06-01,1929439.201,7954110.114954,2075483.84216667
"natural_gas",2017-06-01,0,1229229.301537,0
"oil",2017-06-01,8033.81,53217.746,51444.3316666667
"oil_and_natural_gas",2017-06-01,23600,57125,130683.333333333
"bio_oil_and_diesel",2017-07-01,15893,125527.8,14602.1666666667
"coal",2017-07-01,2491891.049,10010021.087386,2078056.79216667
"natural_gas",2017-07-01,0,2094438.881256,0
"oil",2017-07-01,64087.914,248344.926,33256.0743333333
"oil_and_natural_gas",2017-07-01,35100,104924,120833.333333333
"bio_oil_and_diesel",2017-08-01,15946,124693.6,15029.6666666667
"coal",2017-08-01,2578704.835,10000956.298389,2152461.187
"natural_gas",2017-08-01,0,1676510.540463,0
"oil",2017-08-01,17863.397,79833.152,17033.8483333333
"oil_and_natural_gas",2017-08-01,17500,51544,108750
"bio_oil_and_diesel",2017-09-01,14080,103338.9,14752.5
"coal",2017-09-01,1991013.003,9404987.058546,2156984.7065
"natural_gas",2017-09-01,0,1174566.871752,0
"oil",2017-09-01,1721.617,69678.345,17177.2608333333
"bio_oil_and_diesel",2017-10-01,13621,95651.4,14523
"coal",2017-10-01,2072649.366,8803316.732642,2173838.61
"natural_gas",2017-10-01,0,1003473.887504,0
"bio_oil_and_diesel",2017-11-01,11353,98268.8,14946.5
"coal",2017-11-01,2168819.289,9436781.270159,2205419.45716667
"natural_gas",2017-11-01,0,1681172.167219,0
"oil",2017-11-01,24943.078,132630.759,21189.513
"oil_and_natural_gas",2017-11-01,6300,18301,51416.6666666667
"bio_oil_and_diesel",2017-12-01,16617,116930.5,14585
"coal",2017-12-01,2371259.729,10257988.004078,2279056.21183333
"natural_gas",2017-12-01,0,2380920.705271,0
"oil",2017-12-01,159851.492,512565.249,46083.5513333333
"oil_and_natural_gas",2017-12-01,81900,229461,45866.6666666667
"bio_oil_and_diesel",2018-01-01,15183,122222.7,14466.6666666667
"coal",2018-01-01,2539947.457,11537786.239207,2287065.61316667
"natural_gas",2018-01-01,0,2427675.823824,0
"oil",2018-01-01,294663.402,646331.443,93855.15
"oil_and_natural_gas",2018-01-01,91300,311450,42616.6666666667
"bio_oil_and_diesel",2018-02-01,15166,117767.8,14336.6666666667
"coal",2018-02-01,2227832.77,10199888.375977,2228586.93566667
"natural_gas",2018-02-01,0,1940846.596626,0
"oil",2018-02-01,110752.686,365631.75,101632.612
"oil_and_natural_gas",2018-02-01,28300,136932,43400
"bio_oil_and_diesel",2018-03-01,14680,92409.2,14436.6666666667
"coal",2018-03-01,2409493.706,10099818.634904,2298333.7195
"natural_gas",2018-03-01,0,1499710.04667,0
"oil",2018-03-01,234819.307,530890.448,137791.930333333
"oil_and_natural_gas",2018-03-01,8200,37981,38916.6666666667
"bio_oil_and_diesel",2018-04-01,4424,108360.5,12903.8333333333
"coal",2018-04-01,2195588.125,9673246.314813,2318823.51266667
"natural_gas",2018-04-01,0,1367535.179083,0
"oil",2018-04-01,10734.245,24983.571,139294.035
"bio_oil_and_diesel",2018-05-01,14511,109992.5,13430.1666666667
"coal",2018-05-01,1980832.332,8762591.277434,2287492.35316667
"natural_gas",2018-05-01,0,1245749.957289,0
"oil",2018-05-01,14495.671,92890.875,137552.8005
"oil_and_natural_gas",2018-05-01,3700,15489,36616.6666666667
"bio_oil_and_diesel",2018-06-01,7930,53714,11982.3333333333
"coal",2018-06-01,2064967.437,9248583.023412,2236443.63783333
"natural_gas",2018-06-01,0,1326231.989758,0
"oil",2018-06-01,28723.342,96476.863,115698.108833333
"oil_and_natural_gas",2018-06-01,2600,15335,36000
"bio_oil_and_diesel",2018-07-01,15356,114812.6,12011.1666666667
"coal",2018-07-01,2420676.085,10741503.445736,2216565.07583333
"natural_gas",2018-07-01,0,1361575.92008,0
"oil",2018-07-01,63403.873,240356.274,77154.854
"oil_and_natural_gas",2018-07-01,23300,96010,26233.3333333333
"bio_oil_and_diesel",2018-08-01,17058,115007.42,12326.5
"coal",2018-08-01,2438994.039,11510735.569532,2251758.62066667
"natural_gas",2018-08-01,0,1347534.995813,0
"oil",2018-08-01,64488.34,239146.799,69444.1296666667
"oil_and_natural_gas",2018-08-01,33700,127605,16633.3333333333
"bio_oil_and_diesel",2018-09-01,14047,107610.3,12221
"coal",2018-09-01,1753908.777,9975473.978044,2142494.46583333
"natural_gas",2018-09-01,0,955258.719057,0
"bio_oil_and_diesel",2018-10-01,11889,105117.9,13465.1666666667
"coal",2018-10-01,1569972.647,8625348.313446,2038225.2195
"natural_gas",2018-10-01,0,1338103.303112,0
"oil",2018-10-01,906.494,18779.608,30458.6608333333
"oil_and_natural_gas",2018-10-01,21800,129424,15550
"bio_oil_and_diesel",2018-11-01,13952,93061.2,13372
"coal",2018-11-01,1819942.89,10296554.308966,2011410.3125
"natural_gas",2018-11-01,0,1114389.838554,0
"oil",2018-11-01,1824.578,25353.649,28973.7163333333
"bio_oil_and_diesel",2018-12-01,13346,104129.8,14274.6666666667
"coal",2018-12-01,2048366.855,10689223.627372,2008643.54883333
"natural_gas",2018-12-01,0,1466149.681046,0
"oil",2018-12-01,7952.742,199412.745,27883.2281666667
"oil_and_natural_gas",2018-12-01,1400,2500,14416.6666666667
"bio_oil_and_diesel",2019-01-01,12100,115302.3,13732
"coal",2019-01-01,2076399.219,10728389.362245,1951264.07116667
"natural_gas",2019-01-01,0,1403804.587409,0
"oil",2019-01-01,8289.654,243113.437,24477.6135
"bio_oil_and_diesel",2019-02-01,8692,88474.2,12337.6666666667
"coal",2019-02-01,1679054.368,9350207.042254,1824607.45933333
"natural_gas",2019-02-01,0,1071636.203311,0
"oil",2019-02-01,1950.155,111795.428,14235.3271666667
"bio_oil_and_diesel",2019-03-01,10836,99263.7,11802.5
"coal",2019-03-01,1440210.086,9151444.718844,1772324.34416667
"natural_gas",2019-03-01,0,959487.921517,0
"oil",2019-03-01,14970.706,518404.723,5982.38816666667
"bio_oil_and_diesel",2019-04-01,9750,93420,11446
"coal",2019-04-01,1211371.478,7683385.626584,1712557.48266667
"natural_gas",2019-04-01,0,1005057.798368,0
"bio_oil_and_diesel",2019-05-01,9426,79890,10691.6666666667
"coal",2019-05-01,1264722.096,8187064.429363,1620020.68366667
"natural_gas",2019-05-01,0,916901.574969,0
"oil",2019-05-01,218.076,13458.321,5867.65183333333
"bio_oil_and_diesel",2019-06-01,5499,42072.7,9383.83333333333
"coal",2019-06-01,1487823.075,9380881.838535,1526596.72033333
"natural_gas",2019-06-01,0,829061.900134,0
"oil",2019-06-01,88.383,2469.096,5578.286
"bio_oil_and_diesel",2019-07-01,6578,98625.1,8463.5
"coal",2019-07-01,1792008.509,11144130.36922,1479198.26866667
"natural_gas",2019-07-01,0,1179215.219464,0
"oil",2019-07-01,16.967,1590.666,4255.65683333333
"bio_oil_and_diesel",2019-08-01,2248,97887.2,7389.5
"coal",2019-08-01,1924110.436,11534310.143793,1520040.94666667
"natural_gas",2019-08-01,0,7839579.206078,0
"oil",2019-08-01,1227.334,62455.643,3078.6035
"bio_oil_and_diesel",2019-09-01,325,87473.9,5637.66666666667
"coal",2019-09-01,1546932.199,10223378.071559,1537827.9655
"natural_gas",2019-09-01,0,958294.277903,0
"oil",2019-09-01,127.626,8539.084,2774.84866666667
"bio_oil_and_diesel",2019-10-01,1031,86948.3,4184.5
"coal",2019-10-01,1500487.909,9570947.084785,1586014.03733333
"natural_gas",2019-10-01,0,817874.72497,0
"oil",2019-10-01,1111.936,73465.742,465.053666666667
"bio_oil_and_diesel",2019-11-01,350,80336.2,2671.83333333333
"coal",2019-11-01,1380633.94,8874008.098282,1605332.678
"natural_gas",2019-11-01,0,965878.519096,0
"oil",2019-11-01,246.424,10419.988,469.778333333333
"bio_oil_and_diesel",2019-12-01,309,73324,1806.83333333333
"coal",2019-12-01,1388293.966,9282517.185185,1588744.49316667
"natural_gas",2019-12-01,0,1419196.369547,0
"oil",2019-12-01,1295.839,201638.384,671.021
"bio_oil_and_diesel",2020-01-01,154,70032.5,736.166666666667
"coal",2020-01-01,1452185.076,9113273.179988,1532107.25433333
"natural_gas",2020-01-01,0,1519183.4637,0
"oil",2020-01-01,689.207,23371.198,783.061
"bio_oil_and_diesel",2020-02-01,315,65028.4,414
"coal",2020-02-01,1117616.947,7840959.278916,1397691.67283333
"natural_gas",2020-02-01,0,1156413.469021,0
"oil",2020-02-01,52.554,10101.658,587.264333333333
"bio_oil_and_diesel",2020-03-01,236,68684.2,399.166666666667
"coal",2020-03-01,865981.291,7164221.737093,1284199.85483333
"natural_gas",2020-03-01,0,1150858.160418,0
"oil",2020-03-01,112.744,35125.476,584.784
"bio_oil_and_diesel",2020-04-01,678,70032.3,340.333333333333
"coal",2020-04-01,846747.193,7311054.529441,1175243.06883333
"natural_gas",2020-04-01,0,666679.0247,0
"oil",2020-04-01,201.698,64966.132,433.077666666667
"bio_oil_and_diesel",2020-05-01,1164,60419.551776,476
"coal",2020-05-01,914549.154,6731859.24294,1097562.27116667
"natural_gas",2020-05-01,0,630144.692992,0
"oil",2020-05-01,0.073,4681.226,392.019166666667
"bio_oil_and_diesel",2020-06-01,292,31847.6,473.166666666667
"coal",2020-06-01,1211290.977,8466415.140203,1068061.773
"natural_gas",2020-06-01,0,841156.08029,0
"bio_oil_and_diesel",2020-07-01,1215,40423.5,650
"biomass",2020-07-01,3336.55360103314,90210,3336.55360103314
"coal",2020-07-01,1665412.24389973,13825860.587073,1103599.63431662
"natural_gas",2020-07-01,0,856189.368814,0
"bio_oil_and_diesel",2020-08-01,709,74062.9,715.666666666667
"coal",2020-08-01,2336119.22699736,15206753.703995,1306683.34764951
"natural_gas",2020-08-01,0,1270723.887184,0
"oil",2020-08-01,2070.888,121019.78,521.194
"biomass",2020-09-01,23.1622745965714,83199,1679.85793781486
"coal",2020-09-01,1598225.0105022,11067838.967,1428723.96756655
"oil",2020-09-01,5201.603,515236.354,1273.26
"bio_oil_and_diesel",2020-10-01,6130,50682.6,1698
"biomass",2020-10-01,0.891511405714286,105495,1120.20246234514
"coal",2020-10-01,1321484.4345016,10819705.137226,1507846.84115015
"natural_gas",2020-10-01,0,1068735.65493,0
"oil",2020-10-01,553.833,109618.918,1356.8065
"bio_oil_and_diesel",2020-11-01,4441,51075.2,2325.16666666667
"biomass",2020-11-01,0,128365.82,840.151846758857
"coal",2020-11-01,1499655.73365604,10787412.426789,1605364.60442615
"natural_gas",2020-11-01,0,1061172.974813,0
"oil",2020-11-01,1088.12,245121.77,1519.36916666667
"bio_oil_and_diesel",2020-12-01,8141,74803.1,3488
"biomass",2020-12-01,928.836926866286,167716.18,857.888862780343
"coal",2020-12-01,1544977.85742692,12535538.548858,1660979.08449731
"natural_gas",2020-12-01,0,1555589.976085,0
"oil",2020-12-01,2037.987,374706.699,1825.41733333333
"bio_oil_and_diesel",2021-01-01,9068,83275.3,4950.66666666667
"biomass",2021-01-01,1660.93170064457,167336.55,991.729335757714
"coal",2021-01-01,1822982.08074333,12994388.489258,1687240.72397124
"natural_gas",2021-01-01,0,1785277.260286,0
"oil",2021-01-01,1530.087,250396.172,2080.41966666667
"bio_oil_and_diesel",2021-02-01,7400,74334,5981.5
"biomass",2021-02-01,52.397779392,151280.45,444.370032150857
"coal",2021-02-01,1247046.21467595,10618950.983799,1505728.55525101
"natural_gas",2021-02-01,0,1374847.77579,0
"oil",2021-02-01,836.737,94610.584,1874.72783333333
"bio_oil_and_diesel",2021-03-01,6213,60441.8,6898.83333333333
"biomass",2021-03-01,18.0602201417143,194262,443.519689741714
"coal",2021-03-01,1255354.07771836,9657717.228088,1448583.39978703
"natural_gas",2021-03-01,0,1179373.540095,0
"bio_oil_and_diesel",2021-04-01,4262,43875.2,6587.5
"biomass",2021-04-01,123.516979035429,207331,463.95726768
"coal",2021-04-01,1316655.0857806,9209245.265842,1447778.50833353
"natural_gas",2021-04-01,0,1240989.460377,0
"oil",2021-04-01,559.191,31683.144,1100.9925
"bio_oil_and_diesel",2021-05-01,4442,35326.5,6587.66666666667
"biomass",2021-05-01,816.891323821714,221366,600.105821650286
"coal",2021-05-01,1565594.23046743,10840514.58461,1458768.2578021
"natural_gas",2021-05-01,0,1042430.098666,0
"oil",2021-05-01,1071.58,180882.92,1187.28366666667
"bio_oil_and_diesel",2021-06-01,5447,42910,6138.66666666667
"biomass",2021-06-01,1697.58202192457,123926,728.23000416
"coal",2021-06-01,1689705.33726564,11778885.816686,1482889.50444189
"natural_gas",2021-06-01,0,1285432.862703,0
"oil",2021-06-01,1450.403,137630.295,1247.66416666667
"bio_oil_and_diesel",2021-07-01,9847,85814.3,6268.5
"biomass",2021-07-01,17.4194361874286,187397,454.311293417143
"coal",2021-07-01,2240014.11656788,15005768.806351,1552394.84374598
"natural_gas",2021-07-01,0,1647327.687848,0
"oil",2021-07-01,3520.998,237595.212,1494.83266666667
"bio_oil_and_diesel",2021-08-01,10897,88800.2,6851.33333333333
"biomass",2021-08-01,30.460638528,212257,450.655103273143
"coal",2021-08-01,2187014.57926917,14997337.489206,1709056.23784485
"natural_gas",2021-08-01,0,1347034.596761,0
"oil",2021-08-01,985.845,47692.089,1404.12566666667
"bio_oil_and_diesel",2021-09-01,6581,67163.1,6912.66666666667
"biomass",2021-09-01,96.5256973714286,167085,463.732682811429
"coal",2021-09-01,1539543.74991162,11718193.615384,1756421.18321039
"natural_gas",2021-09-01,0,1424417.878992,0
"oil",2021-09-01,2729.149,173748.533,1719.52766666667
"bio_oil_and_diesel",2021-10-01,5130,53707.8,7057.33333333333
"biomass",2021-10-01,48.2402617508571,106415,451.186563264
"coal",2021-10-01,1414495.39693584,10701119.655869,1772727.90173626
"oil",2021-10-01,2537.429,173742.997,2049.234
"bio_oil_and_diesel",2021-11-01,6044,53120.9,7324.33333333333
"biomass",2021-11-01,110.784476900571,32359,333.502088777143
"coal",2021-11-01,1625916.2136711,11641060.055925,1782781.56560354
"natural_gas",2021-11-01,0,1328809.112,0
"oil",2021-11-01,828.293,87583.711,2008.68616666667
"bio_oil_and_diesel",2021-12-01,8426,76479.4,7820.83333333333
"biomass",2021-12-01,1827.85342529829,106590,355.213989339429
"coal",2021-12-01,1556450.00634304,12795283.656141,1760572.34378311
"natural_gas",2021-12-01,0,1289839.677652,0
"oil",2021-12-01,366.883,78287.835,1828.0995
"bio_oil_and_diesel",2022-01-01,9089,85904.2,7694.5
"biomass",2022-01-01,475.091513362286,107941,431.492668868572
"coal",2022-01-01,1499357.65103777,13185767.94563,1637129.59952809
"natural_gas",2022-01-01,0,1393558.225467,0
"oil",2022-01-01,3465.147,351792.554,1818.791
"bio_oil_and_diesel",2022-02-01,7718,73965.284192,7164.66666666667
"biomass",2022-02-01,391.946620114286,124045,491.740332466286
"coal",2022-02-01,1058605.65943483,11179943.505127,1449061.44622237
"natural_gas",2022-02-01,0,1324252.394181,0
"bio_oil_and_diesel",2022-03-01,6158,68624.1,7094.16666666667
"biomass",2022-03-01,442.514849472,142219,549.405191149714
"coal",2022-03-01,872448.259613678,8987489.528552,1337878.86450604
"natural_gas",2022-03-01,0,1617651.710492,0
"bio_oil_and_diesel",2022-04-01,5428,79331.5,7143.83333333333
"biomass",2022-04-01,14.5931847222857,79120,543.797344978286
"coal",2022-04-01,1152404.46566319,9612858.202472,1294197.04262727
"natural_gas",2022-04-01,0,1372019.309242,0
"bio_oil_and_diesel",2022-05-01,6683,76525.7,7250.33333333333
"biomass",2022-05-01,0.438203602285714,79579,525.406299428571
"coal",2022-05-01,1242178.65522162,9592593.749542,1230240.78288569
"natural_gas",2022-05-01,0,1402191.135894,0
"bio_oil_and_diesel",2022-06-01,3627,42122.3,6450.5
"biomass",2022-06-01,579.436115081143,109440,317.336747725714
"coal",2022-06-01,1473093.9290536,11366935.093095,1216348.10333745
"natural_gas",2022-06-01,0,1370083.066086,0
"bio_oil_and_diesel",2022-07-01,5369,52911.7,5830.5
"biomass",2022-07-01,738.671010953143,142374,361.266663990857
"coal",2022-07-01,1833920.58117504,13654490.892053,1272108.59169366
"natural_gas",2022-07-01,0,1503618.279639,0
"bio_oil_and_diesel",2022-08-01,8224,89758.8,5914.83333333333
"biomass",2022-08-01,2123.33820677486,183959,649.831928434286
"coal",2022-08-01,2055740.68519161,13701469.670437,1438297.76265312
"natural_gas",2022-08-01,0,1229946.409842,0
"bio_oil_and_diesel",2022-09-01,7940,87747.2,6211.83333333333
"biomass",2022-09-01,569.451216137143,97811,670.987989545143
"coal",2022-09-01,1417751.42158681,10586414.634573,1529181.62298198
"natural_gas",2022-09-01,0,1148535.268368,0
"bio_oil_and_diesel",2022-10-01,5897,65361.1,6290
"biomass",2022-10-01,759.549152530286,218831,795.147317513143
"coal",2022-10-01,1196438.87047196,9810814.06174,1536520.69045011
"natural_gas",2022-10-01,0,1365801.589288,0
"bio_oil_and_diesel",2022-11-01,5406,86282.1,6077.16666666667
"biomass",2022-11-01,1079.64731281371,172242,975.015502381714
"coal",2022-11-01,1191623.55275882,9581864.405106,1528094.84003964
"bio_oil_and_diesel",2022-12-01,5849,94822.4,6447.5
"biomass",2022-12-01,1067.20611264,206268,1056.31050197486
"coal",2022-12-01,1418678.02588043,12565537.965266,1519025.52284411
"bio_oil_and_diesel",2023-01-01,4587,94630,6317.16666666667
"biomass",2023-01-01,1311.609857472,206002,1151.800309728
"coal",2023-01-01,1292919.25492699,12162900.133176,1428858.6351361
"bio_oil_and_diesel",2023-02-01,3142,83551.7,5470.16666666667
"biomass",2023-02-01,63.0105787337143,51859,808.412371721143
"coal",2023-02-01,1147400.90206216,10439682.04485,1277468.67128119
"bio_oil_and_diesel",2023-03-01,3211,78275.5,4682
"biomass",2023-03-01,685.370841572571,181754,827.732309293714
"coal",2023-03-01,903051.659577317,8370236.751841,1191685.37761295
"natural_gas",2023-03-01,0,1101176.784782,0
"bio_oil_and_diesel",2023-04-01,2816,83287.3,4168.5
"biomass",2023-04-01,1053.434189952,162532,876.713148864
"coal",2023-04-01,1084079.46614755,8530899.626585,1172958.81022554
"natural_gas",2023-04-01,0,1083746.023733,0
"bio_oil_and_diesel",2023-05-01,1972,55129.3,3596.16666666667
"biomass",2023-05-01,732.777905910857,156690,818.901581046857
"coal",2023-05-01,1046218.00290767,8823143.062292,1148724.55191702
"natural_gas",2023-05-01,0,1038704.883024,0
"bio_oil_and_diesel",2023-06-01,2453,48118,3030.16666666667
"biomass",2023-06-01,614.990902628571,92442,743.532379378286
"coal",2023-06-01,1104457.84364214,9689977.742898,1096354.52154397
"natural_gas",2023-06-01,0,1015467.599858,0
"bio_oil_and_diesel",2023-07-01,4039,97369.6,2938.83333333333
"biomass",2023-07-01,1326.97947982629,78877.75,746.093983104
"coal",2023-07-01,1406763.26044811,11573299.219458,1115328.52246416
"bio_oil_and_diesel",2023-08-01,3796,97569.6,3047.83333333333
"biomass",2023-08-01,731.837900077714,170765,857.565203328
"coal",2023-08-01,1668751.07452208,12632375.331519,1202220.21787414
"bio_oil_and_diesel",2023-09-01,3453,86340.4,3088.16666666667
"biomass",2023-09-01,544.203527698286,155830,834.037317682286
"coal",2023-09-01,1312870.38067801,9073537.020351,1270523.33805759
"bio_oil_and_diesel",2023-10-01,4142,88788.9,3309.16666666667
"biomass",2023-10-01,140.363332745143,40480,681.858841481143
"coal",2023-10-01,939034.738283995,8368259.404015,1246349.216747
"natural_gas",2023-10-01,0,888977.918532,0
"bio_oil_and_diesel",2023-11-01,4494,84032.3,3729.5
"biomass",2023-11-01,0.0691068342857142,48994,559.740708301714
"coal",2023-11-01,1069740.47474223,9309572.891794,1250269.62871943
"bio_oil_and_diesel",2023-12-01,5920,94842.9,4307.33333333333
"biomass",2023-12-01,254.207292891429,113047,499.610106678857
"coal",2023-12-01,1210574.39774576,11011379.313605,1267955.72107003
"bio_oil_and_diesel",2024-01-01,3346,74546.5,4191.83333333333
"biomass",2024-01-01,625.413996452571,120959,382.682526116571
"coal",2024-01-01,1141463.74616395,11904388.892388,1223739.135356
"natural_gas",2024-01-01,16.7271657142857,1905927.544081,2.78786095238095
"oil",2024-01-01,770.527217142857,60151,1782.90470285714
"bio_oil_and_diesel",2024-02-01,2267,50244,3937
"biomass",2024-02-01,121.264914816,162320,280.920361906286
"coal",2024-02-01,846730.640066423,9693387.810292,1086735.72961339
"natural_gas",2024-02-01,9.16798,1611762.789616,4.31585761904762
"oil",2024-02-01,324.540677142857,47665,1382.13664904762
"bio_oil_and_diesel",2024-03-01,3578,90236.4,3957.83333333333
"biomass",2024-03-01,517.414964708571,151629,276.455601408
"coal",2024-03-01,768298.028518761,8347385.39592,995973.670920186
"natural_gas",2024-03-01,9.84616,1750439.335671,5.95688428571429
"oil",2024-03-01,679.83646,61112,1072.53789238095
"bio_oil_and_diesel",2024-04-01,2615,57024.7,3703.33333333333
"biomass",2024-04-01,1068.15171151543,110383,431.086997869714
"coal",2024-04-01,826311.093099589,7739514.060297,977186.396722785
"natural_gas",2024-04-01,0,1446791.064631,5.95688428571429
"oil",2024-04-01,297.49554,52534,984.071649047619
"bio_oil_and_diesel",2024-05-01,660,27358.937728,3064.33333333333
"biomass",2024-05-01,0.868486628571429,102497,431.220227835429
"coal",2024-05-01,906013.31480885,6813017.351103,949898.536733889
"natural_gas",2024-05-01,13.0184028571429,1329324.229109,8.1266180952381
"oil",2024-05-01,545.805982857143,29704,1013.89214619048
"bio_oil_and_diesel",2024-06-01,2098,45351.1,2427.33333333333
"biomass",2024-06-01,1792.202029632,154413,687.552683958857
"coal",2024-06-01,1035283.81466578,8607382.458122,920683.439553892
"natural_gas",2024-06-01,25.6660057142857,1710644.379195,12.4042857142857
"oil",2024-06-01,319.755942857143,36863,489.660303333333
"bio_oil_and_diesel",2024-07-01,3782,86662.6,2500
"biomass",2024-07-01,2942.62985236114,146077.73,1073.75532661029
"coal",2024-07-01,1318952.00940396,12070136.908725,950264.816760561
"natural_gas",2024-07-01,0,2182562.294661,9.61642476190476
"oil",2024-07-01,504.475068571429,47937,445.318278571429
"bio_oil_and_diesel",2024-08-01,3643,99175,2729.33333333333
"biomass",2024-08-01,3966.24670140343,179416,1714.58562437486
"coal",2024-08-01,1564315.25463843,13687121.019333,1069862.25252256
"natural_gas",2024-08-01,61.8272571428571,2284216.177656,18.392970952381
"bio_oil_and_diesel",2024-09-01,3157,79938.565184,2659.16666666667
"biomass",2024-09-01,3687.22873357714,148056,2242.88791918629
"coal",2024-09-01,1231493.35097701,9718005.650881,1147061.47293227
"natural_gas",2024-09-01,1.13647142857143,1698581.813255,16.9413561904762
"oil",2024-09-01,2751.29455142857,70677,849.777257619048
"bio_oil_and_diesel",2024-10-01,2746,93582.7,2681
"biomass",2024-10-01,1230.35107869257,158318,2269.92114704914
"coal",2024-10-01,840131.110181774,7971037.083017,1149364.80911263
"natural_gas",2024-10-01,22.8853914285714,1369431.160741,20.7555880952381
"oil",2024-10-01,561.6333,44047,830.076730952381
"bio_oil_and_diesel",2024-11-01,3359,83514.4,3130.83333333333
"biomass",2024-11-01,748.400364781714,76342,2394.509793408
"coal",2024-11-01,918154.683074272,8018588.545283,1151388.3704902
"natural_gas",2024-11-01,3.09608285714286,1204249.707863,19.1018680952381
"oil",2024-11-01,912.180402857143,40151,932.524208095238
"bio_oil_and_diesel",2024-12-01,4229,78247.4,3486
"biomass",2024-12-01,111.449276105143,132916,2114.38433448686
"coal",2024-12-01,1144723.1657958,10146514.014258,1169628.26234521
"natural_gas",2024-12-01,14.4666771428571,1240321.431877,17.2353133333333
"oil",2024-12-01,237.792291428571,46672,881.188592857143
"bio_oil_and_diesel",2025-01-01,5337,94627.3,3745.16666666667
"biomass",2025-01-01,45.2282101302857,143997,1631.48406078171
"coal",2025-01-01,915708.20317504,6376830.442236,1102420.96130705
"natural_gas",2025-01-01,3.15524,1155430.563086,17.7611866666667
"oil",2025-01-01,143.45716,34549,851.805462380952
"bio_oil_and_diesel",2025-02-01,5875,83430.9,4117.16666666667
"biomass",2025-02-01,5.879906496,129326,971.422928297143
"coal",2025-02-01,703553.004384421,5890587.976532,958960.586264718
"oil",2025-02-01,154.519697142857,31579,793.479567142857
"bio_oil_and_diesel",2025-03-01,2976,64565.600001,4087
"biomass",2025-03-01,454.381655369143,169587,432.615081929143
"coal",2025-03-01,531307.202219429,4680661.074613,842262.894805122
"natural_gas",2025-03-01,47.6529114285714,948245.101772,15.3987957142857
