"energy_type_clean","date","emissions_kg","generation_mwh","emissions_kg_ma6"
"natural_gas",2016-03-01,0,1110271.978526,0
"oil",2016-03-01,9698.9239,686424.032,7867.53223333333
"oil_and_natural_gas",2016-03-01,2100,776715,1816.66666666667
"bio_oil_and_diesel",2016-04-01,1213,123187.8,985.833333333333
"coal",2016-04-01,109813.6644,6973576.004027,128509.37515
"natural_gas",2016-04-01,0,631094.374073,0
"oil",2016-04-01,8643.3747,447807.074,9007.79261666667
"oil_and_natural_gas",2016-04-01,1700,579572,2033.33333333333
"bio_oil_and_diesel",2016-05-01,1127,118572.3,1035.83333333333
"coal",2016-05-01,111622.5181,7302460.192752,124495.413266667
"natural_gas",2016-05-01,0,999161.887543,0
"oil",2016-05-01,6727.4812,450060.218,9067.23008333333
"oil_and_natural_gas",2016-05-01,2200,305927,2083.33333333333
"bio_oil_and_diesel",2016-06-01,985,105873.1,1046.16666666667
"coal",2016-06-01,106274.9945,7649929.291871,118410.791133333
"natural_gas",2016-06-01,0,1224570.061666,0
"oil",2016-06-01,1760.6983,257656.733,8020.69153333333
"oil_and_natural_gas",2016-06-01,900,333425,1866.66666666667
"bio_oil_and_diesel",2016-07-01,1428,127836.9,1135.5
"coal",2016-07-01,125443.6751,8385877.579493,116183.530183333
"natural_gas",2016-07-01,0,1779516.254053,0
"oil",2016-07-01,9463.4859,436706.454,7446.41286666667
