"source_dataset","date","plant_name","plant_number","energy_type_clean","energy_generated_mwh","emissions_kg","ef_kg_per_mwh","audit_severity","audit_issue_codes","pollutant"
"western_power",2006-02-01,"Pyeongtaek",1,"natural_gas",27300,44700,1.63736263736264,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2006-02-01,"Seoincheon",5,"natural_gas",20901,13800,0.660255490167935,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2006-03-01,"Pyeongtaek",1,"natural_gas",75762,123900,1.63538449354558,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2006-04-01,"Pyeongtaek",1,"natural_gas",51938,85400,1.6442681658901,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2006-04-01,"Pyeongtaek",4,"oil_and_natural_gas",40553,46000,1.1343180529184,"warning","high_nox_emission_factor","NOx"
"western_power",2006-05-01,"Pyeongtaek",1,"natural_gas",7336,9800,1.33587786259542,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2006-06-01,"Pyeongtaek",4,"oil_and_natural_gas",28033,32200,1.14864623836193,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2010-02-01,"Honam",1,"coal",161600.228,279040.1467,1.72673114483477,"warning","high_nox_emission_factor;high_sox_emission_factor","NOx"
"eastwest_power",2010-03-01,"Honam",1,"coal",178639.057,312734.1745,1.75064837304868,"warning","high_nox_emission_factor;high_sox_emission_factor;high_sox_mass","NOx"
"eastwest_power",2010-04-01,"Honam",1,"coal",32017.692,69944.9581,2.18457214530017,"warning","high_nox_emission_factor;high_sox_emission_factor","NOx"
"eastwest_power",2010-04-01,"Ulsan",2,"oil",7309.123,14064.6616,1.92426117333092,"warning","high_nox_emission_factor;high_sox_emission_factor","NOx"
"eastwest_power",2010-06-01,"Honam",2,"coal",14948.113,24150.3394,1.61561124136538,"warning","high_nox_emission_factor;high_sox_emission_factor","NOx"
"southern_power",2010-11-01,"Yeongwol",1,"natural_gas",46615,0,0,"warning","zero_nox_with_generation","NOx"
"southern_power",2010-11-01,"Yeongwol",2,"natural_gas",69716,0,0,"warning","zero_nox_with_generation","NOx"
"southern_power",2010-11-01,"Yeongwol",3,"natural_gas",71533,0,0,"warning","zero_nox_with_generation","NOx"
"western_power",2010-11-01,"Pyeongtaek",3,"oil_and_natural_gas",33,700,21.2121212121212,"warning","generation_very_low_nonzero;high_nox_emission_factor;high_sox_emission_factor;missing_dust_tsp","NOx"
"southern_power",2010-12-01,"Shin-Incheon",1,"natural_gas",13029,0,0,"warning","zero_nox_with_generation","NOx"
"southern_power",2010-12-01,"Shin-Incheon",2,"natural_gas",12418,0,0,"warning","zero_nox_with_generation","NOx"
"eastwest_power",2011-10-01,"Ulsan",2,"oil",1436.659,3121.8396,2.17298579551585,"warning","generation_very_low_nonzero;high_nox_emission_factor;high_sox_emission_factor","NOx"
"southern_power",2011-10-01,"Yeongwol",3,"natural_gas",18,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2012-03-01,"Seoincheon",2,"natural_gas",263,3000,11.4068441064639,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2012-05-01,"Shin-Incheon",5,"natural_gas",36995,0,0,"warning","zero_nox_with_generation","NOx"
"southern_power",2012-10-01,"Busan",7,"natural_gas",652,365,0.559815950920245,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2012-10-01,"Busan",8,"natural_gas",670,483,0.72089552238806,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2013-06-01,"Pyeongtaek",2,"natural_gas",41256,72000,1.74520069808028,"warning","high_nox_emission_factor;high_nox_mass;missing_dust_tsp;missing_sox","NOx"
"western_power",2013-07-01,"Pyeongtaek",2,"natural_gas",104888,155400,1.48158035237587,"warning","high_nox_emission_factor;high_nox_mass;missing_dust_tsp;missing_sox","NOx"
"western_power",2013-08-01,"Pyeongtaek",2,"natural_gas",103708,153500,1.48011725228526,"warning","high_nox_emission_factor;high_nox_mass;missing_dust_tsp;missing_sox","NOx"
"western_power",2013-09-01,"Pyeongtaek",2,"natural_gas",33347,13300,0.398836477044412,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2013-09-01,"Seoincheon",7,"natural_gas",1091,700,0.641613198900092,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2013-10-01,"Ulsan",13,"natural_gas",57004.74,14503.116,0.25441947459106,"warning","high_nox_emission_factor","NOx"
"western_power",2013-10-01,"Pyeongtaek",2,"natural_gas",132253,48000,0.362940727242482,"warning","high_nox_emission_factor;high_nox_mass;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2013-11-01,"Ulsan",13,"natural_gas",38232.376,17593.4768,0.460172205881214,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2013-11-01,"Ulsan",14,"natural_gas",44501.791,10819.1216,0.24311654333193,"warning","high_nox_emission_factor","NOx"
"western_power",2013-11-01,"Pyeongtaek",2,"natural_gas",97491,36100,0.370290590926342,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2013-12-01,"Ulsan",13,"natural_gas",40181.996,16114.988,0.401049962774373,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2013-12-01,"Ulsan",14,"natural_gas",41400.528,10627.7098,0.256704692268659,"warning","high_nox_emission_factor","NOx"
"western_power",2013-12-01,"Pyeongtaek",2,"natural_gas",69299,23800,0.343439299268388,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2014-01-01,"Ulsan",13,"natural_gas",35073.805,15590.1748,0.444496250121708,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2014-01-01,"Ulsan",14,"natural_gas",30886.848,8248.5267,0.267056279099764,"warning","high_nox_emission_factor","NOx"
"western_power",2014-01-01,"Pyeongtaek",2,"natural_gas",33195,11800,0.355475222172014,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2014-02-01,"Ulsan",14,"natural_gas",13724.715,4366.0537,0.318116164889398,"warning","high_nox_emission_factor","NOx"
"western_power",2014-02-01,"Pyeongtaek",2,"natural_gas",13597,4800,0.353019048319482,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2014-03-01,"Pyeongtaek",2,"natural_gas",31559,10300,0.326372825501442,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2014-04-01,"Pyeongtaek",2,"oil_and_natural_gas",4443,8900,2.00315102408283,"warning","high_dust_tsp_emission_factor;high_nox_emission_factor","NOx"
"eastwest_power",2014-05-01,"Ulsan",9,"natural_gas",2.837,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"southern_power",2014-05-01,"Andong",,"natural_gas",208179.333,0,0,"warning","zero_nox_with_generation","NOx"
"southern_power",2014-05-01,"Shin-Incheon",1,"natural_gas",279,1394,4.99641577060932,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"eastwest_power",2014-06-01,"Honam",2,"coal",23.961,1791.1989,74.7547639914862,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor;high_sox_emission_factor","NOx"
"eastwest_power",2014-06-01,"Ulsan",8,"natural_gas",3234.843,22257.1572,6.88044433686581,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2014-08-01,"Ulsan",5,"oil",1946.624,3267.8195,1.67871119435494,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"eastwest_power",2014-08-01,"Ulsan",8,"natural_gas",126.061,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2014-10-01,"Ulsan",7,"natural_gas",195.365,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2014-10-01,"Ulsan",8,"natural_gas",422.65,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2014-11-01,"Dangjin",1,"coal",5.406,84.0236,15.5426563078061,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor","NOx"
"eastwest_power",2014-11-01,"Ulsan",7,"natural_gas",115.504,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"southern_power",2014-11-01,"Busan",1,"natural_gas",462,732,1.58441558441558,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"eastwest_power",2015-01-01,"Ulsan",6,"oil",5022.947,10549.1664,2.10019464668849,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2015-03-01,"Ulsan",11,"natural_gas",1837.131,29710.7767,16.1723778543827,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2015-06-01,"Ulsan",9,"natural_gas",653.23,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2015-06-01,"Ulsan",10,"natural_gas",213.132,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"southern_power",2015-06-01,"Shin-Incheon",6,"natural_gas",2006,2267,1.13010967098704,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2015-07-01,"Ilsan",5,"natural_gas",160.784,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2015-07-01,"Taean",,"coal",1260,2100,1.66666666666667,"warning","generation_very_low_nonzero;high_nox_emission_factor;high_sox_emission_factor;missing_dust_tsp","NOx"
"western_power",2015-08-01,"Taean",,"coal",563,600,1.06571936056838,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2015-09-01,"Ilsan",2,"natural_gas",301.653,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2015-09-01,"Ulsan",7,"natural_gas",4.184,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2015-09-01,"Ulsan",8,"natural_gas",3.739,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2015-09-01,"Taean",,"coal",467,600,1.2847965738758,"warning","generation_very_low_nonzero;high_nox_emission_factor;high_sox_emission_factor;missing_dust_tsp","NOx"
"eastwest_power",2015-10-01,"Ulsan",8,"natural_gas",1.67,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2015-10-01,"Seoincheon",2,"natural_gas",355,400,1.12676056338028,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2015-11-01,"Busan",5,"natural_gas",628,1322,2.10509554140127,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2015-11-01,"Busan",6,"natural_gas",540,925,1.71296296296296,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2015-11-01,"Shin-Incheon",1,"natural_gas",22451,13372,0.595608213442608,"warning","high_nox_emission_factor","NOx"
"southern_power",2015-12-01,"Shin-Incheon",6,"natural_gas",134,140,1.04477611940298,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"eastwest_power",2016-01-01,"Ulsan",9,"natural_gas",249.908,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2016-01-01,"Seoincheon",1,"natural_gas",5738,1900,0.33112582781457,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2016-01-01,"Taean",,"coal",116,200,1.72413793103448,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2016-02-01,"Shin-Incheon",3,"natural_gas",5923,3843,0.648826608137768,"warning","high_nox_emission_factor","NOx"
"western_power",2016-02-01,"Seoincheon",1,"natural_gas",222,300,1.35135135135135,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2016-02-01,"Seoincheon",3,"natural_gas",310,400,1.29032258064516,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2016-02-01,"Taean",,"coal",97,100,1.03092783505155,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2016-03-01,"Dangjin",2,"coal",1.614,0,0,"warning","generation_very_low_nonzero;zero_dust_tsp_coal_generation;zero_nox_with_generation;zero_sox_coal_generation","NOx"
"southern_power",2016-04-01,"Busan",5,"natural_gas",1798,1180,0.656284760845384,"warning","high_nox_emission_factor","NOx"
"southern_power",2016-04-01,"Busan",6,"natural_gas",1440,1200,0.833333333333333,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2016-06-01,"Ulsan",7,"natural_gas",396.306,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"southern_power",2016-06-01,"Busan",8,"natural_gas",190,492,2.58947368421053,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"eastwest_power",2016-10-01,"Dangjin",7,"coal",1.241,72.5112,58.4296535052377,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor;high_sox_emission_factor","NOx"
"eastwest_power",2016-11-01,"Dangjin",7,"coal",169.25,892.3193,5.27219675036928,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor;high_sox_emission_factor","NOx"
"eastwest_power",2016-11-01,"Ulsan",9,"natural_gas",11.372,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2016-11-01,"Ulsan",10,"natural_gas",645.669,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2016-11-01,"Ulsan",11,"natural_gas",10250.247,0,0,"warning","zero_nox_with_generation","NOx"
"eastwest_power",2016-11-01,"Ulsan",12,"natural_gas",5454.787,0,0,"warning","zero_nox_with_generation","NOx"
"southern_power",2016-11-01,"Yeongwol",1,"natural_gas",4620,14166,3.06623376623377,"warning","high_nox_emission_factor","NOx"
"southern_power",2016-11-01,"Yeongwol",2,"natural_gas",2635,10933,4.14914611005693,"warning","high_nox_emission_factor","NOx"
"southern_power",2016-11-01,"Yeongwol",3,"natural_gas",3141,11607,3.69531996179561,"warning","high_nox_emission_factor","NOx"
"eastwest_power",2016-12-01,"Ulsan",8,"natural_gas",219.394,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2016-12-01,"Ulsan",9,"natural_gas",2027.793,0,0,"warning","zero_nox_with_generation","NOx"
"eastwest_power",2016-12-01,"Ulsan",10,"natural_gas",933.58,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2016-12-01,"Ulsan",11,"natural_gas",369.079,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2016-12-01,"Ulsan",12,"natural_gas",306.098,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2017-01-01,"Ulsan",9,"natural_gas",750.198,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2017-01-01,"Ulsan",10,"natural_gas",1308.226,0,0,"warning","zero_nox_with_generation","NOx"
"eastwest_power",2017-01-01,"Ulsan",11,"natural_gas",755.866,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2017-01-01,"Ulsan",12,"natural_gas",962.893,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2017-01-01,"Taean",9,"coal",729921,234500,0.32126764403271,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"eastwest_power",2017-02-01,"Ulsan",11,"natural_gas",14.855,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"southern_power",2017-02-01,"Shin-Incheon",6,"natural_gas",1646,1280,0.777642770352369,"warning","high_nox_emission_factor","NOx"
"western_power",2017-02-01,"Seoincheon",4,"natural_gas",1407,1700,1.20824449182658,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2017-02-01,"Seoincheon",6,"natural_gas",2319,1200,0.517464424320828,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2017-02-01,"Taean",9,"coal",684722,211400,0.308738436913083,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"eastwest_power",2017-03-01,"Ulsan",7,"natural_gas",152.64,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"eastwest_power",2017-03-01,"Ulsan",8,"natural_gas",45.494,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"western_power",2017-03-01,"Seoincheon",4,"natural_gas",268,300,1.11940298507463,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2017-03-01,"Seoincheon",7,"natural_gas",180,400,2.22222222222222,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2017-03-01,"Taean",9,"coal",694927,222300,0.319889715034817,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"southern_power",2017-04-01,"Shin-Incheon",3,"natural_gas",1289,920,0.713731574864236,"warning","high_nox_emission_factor","NOx"
"southern_power",2017-04-01,"Shin-Incheon",4,"natural_gas",672,474,0.705357142857143,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2017-04-01,"Taean",9,"coal",690001,225400,0.326666193237401,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"southern_power",2017-05-01,"Busan",5,"natural_gas",8042,7864,0.977866202437205,"warning","high_nox_emission_factor","NOx"
"southern_power",2017-05-01,"Busan",6,"natural_gas",5271,5040,0.956175298804781,"warning","high_nox_emission_factor","NOx"
"southern_power",2017-05-01,"Busan",7,"natural_gas",2856,2853,0.998949579831933,"warning","high_nox_emission_factor","NOx"
"southern_power",2017-05-01,"Busan",8,"natural_gas",3968,2533,0.63835685483871,"warning","high_nox_emission_factor","NOx"
"western_power",2017-05-01,"Taean",9,"coal",747394,240700,0.322052357926341,"warning","high_dust_tsp_mass;high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"southern_power",2017-06-01,"Samcheok",2,"coal",533021.057532,0,0,"warning","zero_dust_tsp_coal_generation;zero_nox_with_generation;zero_sox_coal_generation","NOx"
"western_power",2017-06-01,"Taean",9,"coal",646502,196000,0.303169982459451,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"southern_power",2017-07-01,"Samcheok",2,"coal",219399.4659,0,0,"warning","zero_dust_tsp_coal_generation;zero_nox_with_generation;zero_sox_coal_generation","NOx"
"western_power",2017-07-01,"Taean",9,"coal",743351,187100,0.251698053813071,"warning","high_nox_emission_factor;high_nox_mass","NOx"
"southern_power",2017-08-01,"Samcheok",2,"coal",426002.4279,0,0,"warning","zero_dust_tsp_coal_generation;zero_nox_with_generation;zero_sox_coal_generation","NOx"
"western_power",2017-08-01,"Taean",9,"coal",749933,208200,0.277624801148903,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"western_power",2017-08-01,"Taean",10,"coal",401259,76200,0.189902282565625,"warning","high_nox_emission_factor","NOx"
"southern_power",2017-09-01,"Busan",3,"natural_gas",6787,4003,0.589804037129807,"warning","high_nox_emission_factor","NOx"
"southern_power",2017-09-01,"Shin-Incheon",5,"natural_gas",105,333,3.17142857142857,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2017-09-01,"Seoincheon",5,"natural_gas",363,300,0.826446280991736,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2017-09-01,"Taean",9,"coal",725428,192900,0.26591198575186,"warning","high_nox_emission_factor;high_nox_mass;high_sox_emission_factor;high_sox_mass","NOx"
"western_power",2017-09-01,"Taean",10,"coal",597086,119000,0.199301273183428,"warning","high_nox_emission_factor;high_nox_mass","NOx"
"southern_power",2017-10-01,"Busan",2,"natural_gas",756,575,0.760582010582011,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2017-10-01,"Seoincheon",7,"natural_gas",199,300,1.50753768844221,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2017-10-01,"Taean",9,"coal",276330,65300,0.236311656352911,"warning","high_nox_emission_factor;high_sox_emission_factor","NOx"
"western_power",2017-11-01,"Taean",10,"coal",722789,148000,0.204762385703158,"warning","high_nox_emission_factor;high_nox_mass","NOx"
"western_power",2017-12-01,"Taean",10,"coal",661086,147200,0.222663919671571,"warning","high_nox_emission_factor;high_nox_mass;high_sox_mass","NOx"
"southern_power",2018-01-01,"Shin-Incheon",5,"natural_gas",2683,2538,0.94595601938129,"warning","high_nox_emission_factor","NOx"
"western_power",2018-01-01,"Seoincheon",3,"natural_gas",672,700,1.04166666666667,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2018-01-01,"Seoincheon",7,"natural_gas",2785,1400,0.502692998204668,"warning","high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2018-01-01,"Taean",10,"coal",662238,128300,0.193736994856834,"warning","high_nox_emission_factor;high_nox_mass","NOx"
"western_power",2018-02-01,"Seoincheon",7,"natural_gas",223,400,1.79372197309417,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2018-03-01,"Shin-Incheon",3,"natural_gas",2844,2749,0.966596343178622,"warning","high_nox_emission_factor","NOx"
"western_power",2018-03-01,"Seoincheon",3,"natural_gas",488,500,1.02459016393443,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2018-03-01,"Seoincheon",7,"natural_gas",571,500,0.875656742556918,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2018-04-01,"Shin-Incheon",5,"natural_gas",1757,1592,0.906089926010245,"warning","high_nox_emission_factor","NOx"
"western_power",2018-05-01,"Pyeongtaek",4,"oil_and_natural_gas",1580,2800,1.77215189873418,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor","NOx"
"eastwest_power",2018-07-01,"Honam",1,"coal",21.256,4455.258,209.600018818216,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor;high_sox_emission_factor","NOx"
"southern_power",2018-07-01,"Busan",5,"natural_gas",515,1043,2.0252427184466,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2018-07-01,"Busan",6,"natural_gas",507,791,1.56015779092702,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2018-07-01,"Taean",,"coal",189,300,1.58730158730159,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2018-09-01,"Dangjin",10,"coal",28.572,43.147,1.51011479770405,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor","NOx"
"southern_power",2018-10-01,"Samcheok",1,"coal",1988.15943,3994,2.00889322039933,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor;high_sox_emission_factor","NOx"
"western_power",2018-10-01,"Seoincheon",8,"natural_gas",245,400,1.63265306122449,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2018-11-01,"Busan",3,"natural_gas",1494,1571,1.05153949129853,"warning","high_nox_emission_factor","NOx"
"southern_power",2018-11-01,"Busan",4,"natural_gas",2107,1845,0.875652586616042,"warning","high_nox_emission_factor","NOx"
"western_power",2018-11-01,"Taean",10,"coal",4,1400,350,"warning","generation_very_low_nonzero;high_dust_tsp_emission_factor;high_nox_emission_factor;high_sox_emission_factor","NOx"
"southern_power",2018-12-01,"Busan",1,"natural_gas",2334,3432,1.47043701799486,"warning","high_nox_emission_factor","NOx"
"southern_power",2018-12-01,"Busan",2,"natural_gas",2083,3488,1.6745079212674,"warning","high_nox_emission_factor","NOx"
"western_power",2018-12-01,"Seoincheon",2,"natural_gas",291,500,1.71821305841924,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2019-01-01,"Shin-Incheon",5,"natural_gas",89,361,4.0561797752809,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2019-01-01,"Shin-Incheon",7,"natural_gas",537,681,1.26815642458101,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2019-01-01,"Shin-Incheon",8,"natural_gas",291,965,3.31615120274914,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2019-02-01,"Shin-Incheon",5,"natural_gas",694,788,1.13544668587896,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"southern_power",2019-02-01,"Shin-Incheon",6,"natural_gas",693,701,1.01154401154401,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2019-02-01,"Seoincheon",3,"natural_gas",198,300,1.51515151515152,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2019-03-01,"Seoincheon",6,"natural_gas",334,500,1.49700598802395,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"southern_power",2019-04-01,"Samcheok",2,"coal",22752.993,0,0,"warning","zero_dust_tsp_coal_generation;zero_nox_with_generation;zero_sox_coal_generation","NOx"
"western_power",2019-04-01,"Seoincheon",4,"natural_gas",561,700,1.24777183600713,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2019-05-01,"Ilsan",4,"natural_gas",239.84,878.598,3.66326717811875,"warning","generation_very_low_nonzero;high_nox_emission_factor","NOx"
"western_power",2019-05-01,"Seoincheon",2,"natural_gas",216,400,1.85185185185185,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2019-06-01,"Seoincheon",7,"natural_gas",556,300,0.539568345323741,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"western_power",2019-09-01,"Seoincheon",2,"natural_gas",555,1400,2.52252252252252,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
"eastwest_power",2019-10-01,"Ilsan",6,"natural_gas",0.395,0,0,"warning","generation_very_low_nonzero;zero_nox_with_generation","NOx"
"southern_power",2019-11-01,"Shin-Incheon",3,"natural_gas",8650.061,6178,0.714214616521201,"warning","high_nox_emission_factor","NOx"
"southern_power",2019-11-01,"Shin-Incheon",4,"natural_gas",9771.812,7334,0.750526105086754,"warning","high_nox_emission_factor","NOx"
"southern_power",2019-11-01,"Shin-Incheon",7,"natural_gas",1435.858,2466,1.71744002540641,"warning","high_nox_emission_factor","NOx"
"southern_power",2019-11-01,"Shin-Incheon",8,"natural_gas",3767.27,6016,1.59691235297709,"warning","high_nox_emission_factor","NOx"
"western_power",2020-01-01,"Seoincheon",2,"natural_gas",807,1100,1.36307311028501,"warning","generation_very_low_nonzero;high_nox_emission_factor;missing_dust_tsp;missing_sox","NOx"
