"energy_type_clean","date","energy_generated_mwh","energy_generated_mwh_ma6"
"oil",2014-11-01,49039.568,173282.167
"oil_and_natural_gas",2014-11-01,31969,84591.6666666667
"bio_oil_and_diesel",2014-12-01,116646.8,104679.3
"coal",2014-12-01,9503088.299,8496781.655
"natural_gas",2014-12-01,3880457.232,2955633.621
"oil",2014-12-01,173995.03,153659.678833333
"oil_and_natural_gas",2014-12-01,146992,86379
"bio_oil_and_diesel",2015-01-01,116133,104397.183333333
"coal",2015-01-01,9582119.863,8516677.93483333
"natural_gas",2015-01-01,3108403.353,2986936.865
"oil",2015-01-01,62361.467,98902.9345
"oil_and_natural_gas",2015-01-01,308952,90369.3333333333
"bio_oil_and_diesel",2015-02-01,102308.9,102562.15
"coal",2015-02-01,8188412.522,8345872.6175
"natural_gas",2015-02-01,2765003.886,3110233.9935
"oil",2015-02-01,52383.007,98382.7003333333
"oil_and_natural_gas",2015-02-01,395022,154890.666666667
"bio_oil_and_diesel",2015-03-01,116434.8,107596.2
"coal",2015-03-01,8584229.808,8553858.709
"natural_gas",2015-03-01,2635921.621,3066081.824
"oil",2015-03-01,688895.896,176317.752
"oil_and_natural_gas",2015-03-01,626739,253845.166666667
"bio_oil_and_diesel",2015-04-01,105820.2,112019.033333333
"coal",2015-04-01,8275509.89,8670273.53416667
"natural_gas",2015-04-01,2166082.466,2934002.0805
"oil",2015-04-01,227060.738,208955.951
"oil_and_natural_gas",2015-04-01,385422,315849.333333333
"bio_oil_and_diesel",2015-05-01,94303.6,108607.883333333
"coal",2015-05-01,8472527.421,8767647.96716667
"natural_gas",2015-05-01,2196888.366,2792126.154
"oil",2015-05-01,182450.978,231191.186
"oil_and_natural_gas",2015-05-01,51607,319122.333333333
"bio_oil_and_diesel",2015-06-01,74707.1,101617.933333333
"coal",2015-06-01,8867311.593,8661685.18283333
"natural_gas",2015-06-01,2185556.189,2509642.64683333
"oil",2015-06-01,91594.412,217457.749666667
"oil_and_natural_gas",2015-06-01,9944,296281
"bio_oil_and_diesel",2015-07-01,120509.8,102347.4
"coal",2015-07-01,8978811.714,8561133.82466667
"natural_gas",2015-07-01,2134694.517,2347357.84083333
"oil",2015-07-01,31711.261,212349.382
"bio_oil_and_diesel",2015-08-01,119048.5,105137.333333333
"coal",2015-08-01,9176761.579,8725858.6675
"natural_gas",2015-08-01,3038508.202,2392941.8935
"oil",2015-08-01,177132.511,233140.966
"oil_and_natural_gas",2015-08-01,24492,248871
"bio_oil_and_diesel",2015-09-01,116414.7,105133.983333333
"coal",2015-09-01,8087886.479,8643134.77933333
"natural_gas",2015-09-01,2341120.781,2343808.42016667
"oil",2015-09-01,163279.311,145538.201833333
"oil_and_natural_gas",2015-09-01,30731,188155.833333333
"bio_oil_and_diesel",2015-10-01,80958.9,100990.433333333
"coal",2015-10-01,6800512.328431,8397301.85240517
"natural_gas",2015-10-01,1683277.502,2263340.92616667
"oil",2015-10-01,184639.21,138467.947166667
"oil_and_natural_gas",2015-10-01,164985,111196.833333333
"bio_oil_and_diesel",2015-11-01,70299.6,96989.7666666667
"coal",2015-11-01,6544610.564352,8075982.37629717
"natural_gas",2015-11-01,808027.584,2031864.12916667
"oil",2015-11-01,630150.894,213084.599833333
"oil_and_natural_gas",2015-11-01,805143,181150.333333333
"bio_oil_and_diesel",2015-12-01,126184.3,105569.3
"coal",2015-12-01,8972598.770767,8093530.23925833
"natural_gas",2015-12-01,1678243.412,1947311.99966667
"oil",2015-12-01,622387.598,301550.130833333
"oil_and_natural_gas",2015-12-01,775125,301736.666666667
"bio_oil_and_diesel",2016-01-01,119407.8,105385.633333333
"coal",2016-01-01,9062705.874858,8107512.59940133
"natural_gas",2016-01-01,2154327.336625,1950584.13627083
"oil",2016-01-01,727832.841,417570.394166667
"oil_and_natural_gas",2016-01-01,728805,421546.833333333
"bio_oil_and_diesel",2016-02-01,124122.2,106231.25
"coal",2016-02-01,8319070.542547,7964564.09332583
"natural_gas",2016-02-01,1652939.645015,1719656.04344
"oil",2016-02-01,660733.634,498170.581333333
"oil_and_natural_gas",2016-02-01,623186,521329.166666667
"bio_oil_and_diesel",2016-03-01,113763.4,105789.366666667
"coal",2016-03-01,8338779.684248,8006379.62753383
"natural_gas",2016-03-01,1895187.978526,1645333.90969433
"oil",2016-03-01,686424.032,585361.368166667
"oil_and_natural_gas",2016-03-01,776715,645659.833333333
"bio_oil_and_diesel",2016-04-01,123187.8,112827.516666667
"coal",2016-04-01,6973576.004027,8035223.5734665
"natural_gas",2016-04-01,1244536.374073,1572210.38837317
"oil",2016-04-01,447807.074,629222.678833333
"oil_and_natural_gas",2016-04-01,579572,714757.666666667
"bio_oil_and_diesel",2016-05-01,118572.3,120872.966666667
"coal",2016-05-01,7313443.649752,8163362.42103317
"natural_gas",2016-05-01,1752855.887543,1729681.772297
"oil",2016-05-01,450060.218,599207.566166667
"oil_and_natural_gas",2016-05-01,305927,631555
"bio_oil_and_diesel",2016-06-01,105873.1,117487.766666667
"coal",2016-06-01,7674899.291871,7947079.1745505
"natural_gas",2016-06-01,2177400.061666,1812874.54724133
"oil",2016-06-01,257656.733,538419.088666667
"oil_and_natural_gas",2016-06-01,333425,557938.333333333
"bio_oil_and_diesel",2016-07-01,127836.9,118892.616666667
"coal",2016-07-01,8460952.579493,7846786.95865633
"natural_gas",2016-07-01,2888179.254053,1935183.200146
"oil",2016-07-01,436706.454,489898.024166667
"oil_and_natural_gas",2016-07-01,539943,526461.333333333
"bio_oil_and_diesel",2016-08-01,122385.6,118603.183333333
"coal",2016-08-01,8729407.642556,7915176.4753245
"natural_gas",2016-08-01,2975202.776675,2155560.388756
"oil",2016-08-01,399288.211,446323.787
"oil_and_natural_gas",2016-08-01,190051,454272.166666667
"bio_oil_and_diesel",2016-09-01,100339.8,116365.916666667
"coal",2016-09-01,7147471.688559,7716625.14270967
"natural_gas",2016-09-01,2514195.336405,2258728.28173583
"oil",2016-09-01,237459.402,371496.348666667
"oil_and_natural_gas",2016-09-01,81421,338389.833333333
"bio_oil_and_diesel",2016-10-01,44588.8,103266.083333333
"coal",2016-10-01,7496243.578706,7803736.40515617
"natural_gas",2016-10-01,3057448.732354,2560880.34144933
"oil",2016-10-01,617894.872,399844.315
"oil_and_natural_gas",2016-10-01,145991,266126.333333333
"bio_oil_and_diesel",2016-11-01,116826.5,102975.116666667
"coal",2016-11-01,8271353.470352,7963388.04192283
"natural_gas",2016-11-01,3082670.747508,2782516.1514435
"oil",2016-11-01,387443.222,389408.149
"oil_and_natural_gas",2016-11-01,190585,246902.666666667
"bio_oil_and_diesel",2016-12-01,117884.6,104977.033333333
"coal",2016-12-01,9198214.679333,8217273.93983317
"natural_gas",2016-12-01,2055975.994121,2762278.80685267
"oil",2016-12-01,420505.556,416549.6195
"oil_and_natural_gas",2016-12-01,690996,306497.833333333
"bio_oil_and_diesel",2017-01-01,116146.9,103028.7
"coal",2017-01-01,10032505.440264,8479199.41662833
"natural_gas",2017-01-01,1978067.499099,2610593.51436033
"oil",2017-01-01,484475.844,424511.1845
"oil_and_natural_gas",2017-01-01,266509,260925.5
"bio_oil_and_diesel",2017-02-01,99306.8,99182.2333333333
"coal",2017-02-01,9189593.046655,8555896.98397817
"natural_gas",2017-02-01,1561560.667132,2374986.49610317
"oil",2017-02-01,417681.588,427576.747333333
"oil_and_natural_gas",2017-02-01,283980,276580.333333333
"bio_oil_and_diesel",2017-03-01,92456,97868.2666666667
"coal",2017-03-01,8998886.1013,8864466.05276833
"natural_gas",2017-03-01,1276632.026011,2168725.94437083
"oil",2017-03-01,1708.631,388284.952166667
"bio_oil_and_diesel",2017-04-01,105718.7,108056.583333333
"coal",2017-04-01,8857199.327793,9091292.0109495
"natural_gas",2017-04-01,884667.910016,1806595.8073145
"oil",2017-04-01,53219.263,294172.350666667
"bio_oil_and_diesel",2017-05-01,53816.1,97554.85
"coal",2017-05-01,9080211.687293,9226101.713773
"natural_gas",2017-05-01,846531.424536,1433905.9201525
"oil",2017-05-01,32822.799,235068.946833333
"bio_oil_and_diesel",2017-06-01,112374.8,96636.55
"coal",2017-06-01,9613130.172486,9295254.29596517
"natural_gas",2017-06-01,1446551.301537,1332335.13805517
"oil",2017-06-01,53217.746,173854.311833333
"oil_and_natural_gas",2017-06-01,57125,272531
"bio_oil_and_diesel",2017-07-01,125527.8,98200.0333333333
"coal",2017-07-01,10807988.553286,9424501.48146883
"natural_gas",2017-07-01,2352727.881256,1394778.53508133
"oil",2017-07-01,248344.926,134499.158833333
"oil_and_natural_gas",2017-07-01,104924,265686.5
"bio_oil_and_diesel",2017-08-01,124693.6,102431.166666667
"coal",2017-08-01,11176891.726289,9755717.9280745
"natural_gas",2017-08-01,1887189.540463,1449050.01396983
"oil",2017-08-01,79833.152,78191.0861666667
"oil_and_natural_gas",2017-08-01,51544,242513
"bio_oil_and_diesel",2017-09-01,103338.9,104244.983333333
"coal",2017-09-01,10130415.058546,9944306.0876155
"natural_gas",2017-09-01,1115221.871752,1422148.32159333
"oil",2017-09-01,69678.345,89519.3718333333
"bio_oil_and_diesel",2017-10-01,95651.4,102567.1
"coal",2017-10-01,9079646.732642,9981380.65509033
"natural_gas",2017-10-01,1195311.887504,1473922.31784133
"oil",2017-10-01,0,80649.4946666667
"bio_oil_and_diesel",2017-11-01,98268.8,109975.883333333
"coal",2017-11-01,9436781.270159,10040808.9189013
"natural_gas",2017-11-01,1815380.167219,1635397.1082885
"oil",2017-11-01,132630.759,97284.1546666667
"oil_and_natural_gas",2017-11-01,18301,130397.166666667
"bio_oil_and_diesel",2017-12-01,116930.5,110735.166666667
"coal",2017-12-01,10257988.004078,10148285.2241667
"natural_gas",2017-12-01,2449155.705271,1802497.84224417
"oil",2017-12-01,512565.249,173842.071833333
"oil_and_natural_gas",2017-12-01,299168,135840.333333333
"bio_oil_and_diesel",2018-01-01,122222.7,110184.316666667
"coal",2018-01-01,11537786.239207,10269918.1718202
"natural_gas",2018-01-01,2566723.823824,1838163.83267217
"oil",2018-01-01,646331.443,240173.158
"oil_and_natural_gas",2018-01-01,394988,154341.666666667
"bio_oil_and_diesel",2018-02-01,117767.8,109030.016666667
"coal",2018-02-01,10199888.375977,10107084.2801015
"natural_gas",2018-02-01,2134681.596626,1879412.50869933
"oil",2018-02-01,365631.75,287806.257666667
"oil_and_natural_gas",2018-02-01,171649,173429
"bio_oil_and_diesel",2018-03-01,92409.2,107208.4
"coal",2018-03-01,10099818.634904,10101984.8761612
"natural_gas",2018-03-01,2294528.04667,2075963.53785233
"oil",2018-03-01,530890.448,364674.9415
"oil_and_natural_gas",2018-03-01,52092,164623.666666667
"bio_oil_and_diesel",2018-04-01,108360.5,109326.583333333
"coal",2018-04-01,9673246.314813,10200918.1398563
"natural_gas",2018-04-01,2304012.179083,2260746.91978217
"oil",2018-04-01,24983.571,368838.87
"bio_oil_and_diesel",2018-05-01,109992.5,111280.533333333
"coal",2018-05-01,8762591.277434,10088553.1410688
"natural_gas",2018-05-01,2166770.957289,2319312.0514605
"oil",2018-05-01,92890.875,362215.556
"oil_and_natural_gas",2018-05-01,20246,159407.333333333
"bio_oil_and_diesel",2018-06-01,53714,100744.45
"coal",2018-06-01,9248583.023412,9920318.9776245
"natural_gas",2018-06-01,2162146.989758,2271477.26554167
"oil",2018-06-01,96476.863,292867.491666667
"oil_and_natural_gas",2018-06-01,23801,160324
"bio_oil_and_diesel",2018-07-01,114812.6,99509.4333333333
"coal",2018-07-01,10741713.701736,9787640.22137933
"natural_gas",2018-07-01,2397227.92008,2243227.948251
"oil",2018-07-01,240356.274,225204.9635
"oil_and_natural_gas",2018-07-01,144816,134598.666666667
"bio_oil_and_diesel",2018-08-01,115007.42,99049.37
"coal",2018-08-01,11510735.569532,10006114.7536385
"natural_gas",2018-08-01,2545680.995813,2311727.8481155
"oil",2018-08-01,239146.799,204124.138333333
"oil_and_natural_gas",2018-08-01,207108,103285.333333333
"bio_oil_and_diesel",2018-09-01,107610.3,101582.886666667
"coal",2018-09-01,9976891.978044,9985626.97749517
"natural_gas",2018-09-01,1619923.719057,2199293.79351333
"oil",2018-09-01,0,115642.397
"oil_and_natural_gas",2018-09-01,8319,76063.6666666667
"bio_oil_and_diesel",2018-10-01,105117.9,101042.453333333
"coal",2018-10-01,8627336.472876,9811308.67050567
"natural_gas",2018-10-01,1880466.303112,2128702.81418483
"oil",2018-10-01,18779.608,114608.403166667
"oil_and_natural_gas",2018-10-01,240905,107532.5
"bio_oil_and_diesel",2018-11-01,93061.2,98220.57
"coal",2018-11-01,10296558.308966,10066969.8424277
"natural_gas",2018-11-01,1903387.838554,2084805.627729
"oil",2018-11-01,25353.649,103352.198833333
"bio_oil_and_diesel",2018-12-01,104129.8,106623.203333333
"coal",2018-12-01,10689223.627372,10307076.6097543
"natural_gas",2018-12-01,2328885.681046,2112595.40961033
"oil",2018-12-01,199412.745,120508.179166667
"oil_and_natural_gas",2018-12-01,4979,104988
"bio_oil_and_diesel",2019-01-01,115302.3,106704.82
"coal",2019-01-01,10728389.362245,10304855.8865058
"natural_gas",2019-01-01,2264707.587409,2090508.6874985
"oil",2019-01-01,243113.437,120967.706333333
"oil_and_natural_gas",2019-01-01,77330,113909.5
"bio_oil_and_diesel",2019-02-01,88474.2,102282.616666667
"coal",2019-02-01,9350207.042254,9944767.79862617
"natural_gas",2019-02-01,1764147.203311,1960253.05541483
"oil",2019-02-01,111795.428,99742.4778333333
"bio_oil_and_diesel",2019-03-01,99263.7,100891.516666667
"coal",2019-03-01,9151444.718844,9807193.25542617
"natural_gas",2019-03-01,1604822.921517,1957736.25582483
"oil",2019-03-01,518404.723,186143.265
"oil_and_natural_gas",2019-03-01,66151,100798.666666667
"bio_oil_and_diesel",2019-04-01,93420,98941.8666666667
"coal",2019-04-01,7706138.619584,9653660.2798775
"natural_gas",2019-04-01,1817661.798368,1947268.8383675
"oil",2019-04-01,0,183013.330333333
"bio_oil_and_diesel",2019-05-01,79890,96746.6666666667
"coal",2019-05-01,8187064.429363,9302077.96661033
"natural_gas",2019-05-01,1753355.574969,1922263.46110333
"oil",2019-05-01,13458.321,181030.775666667
"oil_and_natural_gas",2019-05-01,7642,67554.3333333333
"bio_oil_and_diesel",2019-06-01,42072.7,86403.8166666667
"coal",2019-06-01,9380881.838535,9084021.00180417
"natural_gas",2019-06-01,1521577.900134,1787712.16428467
"oil",2019-06-01,2469.096,148206.834166667
"bio_oil_and_diesel",2019-07-01,98625.1,83624.2833333333
"coal",2019-07-01,11144264.36922,9153333.50296667
"natural_gas",2019-07-01,2028466.219464,1748338.6029605
"oil",2019-07-01,1590.666,107953.039
"oil_and_natural_gas",2019-07-01,52462,74911.5
"bio_oil_and_diesel",2019-08-01,97887.2,85193.1166666667
"coal",2019-08-01,11534310.143793,9517350.6865565
"natural_gas",2019-08-01,8717960.206078,2907307.436755
"oil",2019-08-01,62455.643,99729.7415
"oil_and_natural_gas",2019-08-01,40541,41517.5
"bio_oil_and_diesel",2019-09-01,87473.9,83228.15
"coal",2019-09-01,10223378.071559,9696006.24534233
"natural_gas",2019-09-01,1747187.277903,2931034.829486
"oil",2019-09-01,8539.084,14752.135
"oil_and_natural_gas",2019-09-01,12266,42732
"bio_oil_and_diesel",2019-10-01,86948.3,82149.5333333333
"coal",2019-10-01,9570947.084785,10006807.6562092
"natural_gas",2019-10-01,1547920.72497,2886077.98391967
"oil",2019-10-01,73465.742,26996.4253333333
"oil_and_natural_gas",2019-10-01,46426,37581.3333333333
"bio_oil_and_diesel",2019-11-01,80336.2,82223.9
"coal",2019-11-01,8874008.098282,10121298.2676957
"natural_gas",2019-11-01,1815451.519096,2896427.30794083
"oil",2019-11-01,10419.988,26490.0365
"oil_and_natural_gas",2019-11-01,11928,28544.1666666667
"bio_oil_and_diesel",2019-12-01,73324,87432.45
"coal",2019-12-01,9282517.185185,10104904.158804
"natural_gas",2019-12-01,2432708.369547,3048282.38617633
"oil",2019-12-01,201638.384,59684.9178333333
"oil_and_natural_gas",2019-12-01,280381,74000.6666666667
"bio_oil_and_diesel",2020-01-01,70032.5,82667.0166666667
"coal",2020-01-01,9113273.179988,9766405.62726533
"natural_gas",2020-01-01,2357297.4637,3103087.593549
"oil",2020-01-01,23371.198,63315.0065
"oil_and_natural_gas",2020-01-01,153661,90867.1666666667
"bio_oil_and_diesel",2020-02-01,65028.4,77190.55
"coal",2020-02-01,7840959.278916,9150847.14978583
"natural_gas",2020-02-01,1847144.469021,1957951.63737283
"oil",2020-02-01,10101.658,54589.3423333333
"oil_and_natural_gas",2020-02-01,43360,91337
"bio_oil_and_diesel",2020-03-01,68684.2,74058.9333333333
"coal",2020-03-01,7164221.737093,8640987.76070817
"natural_gas",2020-03-01,1835106.160418,1972604.78445867
"oil",2020-03-01,35125.476,59020.4076666667
"bio_oil_and_diesel",2020-04-01,70032.3,71239.6
"coal",2020-04-01,7311054.529441,8264339.00148417
"natural_gas",2020-04-01,1000253.0247,1881326.83441367
"oil",2020-04-01,64966.132,57603.806
"bio_oil_and_diesel",2020-05-01,60419.551776,67920.1586293333
"coal",2020-05-01,6732549.24294,7907429.1922605
"natural_gas",2020-05-01,1007292.692992,1746633.69672967
"oil",2020-05-01,4681.226,56647.3456666667
"bio_oil_and_diesel",2020-06-01,31847.6,61007.425296
"coal",2020-06-01,8466415.140203,7771412.1847635
"natural_gas",2020-06-01,1466260.08029,1585558.9818535
"oil",2020-06-01,0,23040.9483333333
"bio_oil_and_diesel",2020-07-01,40423.5,56072.5919626667
"coal",2020-07-01,9612166.287073,7854561.03594433
"natural_gas",2020-07-01,1434932.154677,1431831.43034967
"oil",2020-07-01,0,19145.7486666667
"bio_oil_and_diesel",2020-08-01,74062.9,57578.3419626667
"coal",2020-08-01,10117201.573995,8233934.75179083
"natural_gas",2020-08-01,2256654.228929,1500083.057001
"oil",2020-08-01,121019.78,37632.1023333333
"bio_oil_and_diesel",2020-09-01,2648.7,46572.425296
"coal",2020-09-01,6299379.56078,8089794.389072
"natural_gas",2020-09-01,869630.721,1339170.48376467
"oil",2020-09-01,515236.354,117650.582
"bio_oil_and_diesel",2020-10-01,50682.6,43347.475296
"coal",2020-10-01,7171509.457226,8066536.87703617
"natural_gas",2020-10-01,1338676.65493,1395574.42213633
"oil",2020-10-01,109618.918,125092.713
"bio_oil_and_diesel",2020-11-01,51075.2,41790.0833333333
"coal",2020-11-01,6813818.696789,8080081.786011
"natural_gas",2020-11-01,1416260.974813,1463735.80243983
"oil",2020-11-01,245121.77,165166.137
"bio_oil_and_diesel",2020-12-01,74803.1,48949.3333333333
"coal",2020-12-01,9105151.138858,8186537.78578683
"natural_gas",2020-12-01,2669792.976085,1664324.61840567
"oil",2020-12-01,374706.699,227617.2535
"bio_oil_and_diesel",2021-01-01,83275.3,56091.3
"coal",2021-01-01,8943528.079258,8075098.08448433
"natural_gas",2021-01-01,2804330.260286,1892557.63600717
"oil",2021-01-01,250396.172,269349.948833333
"bio_oil_and_diesel",2021-02-01,74334,56136.4833333333
"coal",2021-02-01,7380862.333799,7619041.54445167
"natural_gas",2021-02-01,2107798.77579,1867748.39381733
"oil",2021-02-01,94610.584,264948.416166667
"bio_oil_and_diesel",2021-03-01,60441.8,65768.6666666667
"coal",2021-03-01,6633505.028088,7674729.12233633
"natural_gas",2021-03-01,2063259.540095,2066686.53033317
"oil",2021-03-01,0,179075.6905
"bio_oil_and_diesel",2021-04-01,43875.2,64634.1
"coal",2021-04-01,6504539.545842,7563567.470439
"natural_gas",2021-04-01,2364184.460377,2237604.49790767
"oil",2021-04-01,31683.144,166086.394833333
"bio_oil_and_diesel",2021-05-01,35326.5,62009.3166666667
"coal",2021-05-01,7629165.70461,7699458.63840917
"natural_gas",2021-05-01,1963659.098666,2328837.51854983
"oil",2021-05-01,180882.92,155379.919833333
"bio_oil_and_diesel",2021-06-01,42910,56693.8
"coal",2021-06-01,8643039.236686,7622439.98804717
"natural_gas",2021-06-01,2402110.862703,2284223.83298617
"oil",2021-06-01,137630.295,115867.185833333
"bio_oil_and_diesel",2021-07-01,85814.3,57116.9666666667
"coal",2021-07-01,10726732.576351,7919640.73756267
"natural_gas",2021-07-01,3029191.687848,2321700.73757983
"oil",2021-07-01,237595.212,113733.6925
"bio_oil_and_diesel",2021-08-01,88800.2,59528
"coal",2021-08-01,10634063.789206,8461840.9801305
"natural_gas",2021-08-01,2411413.596761,2372303.20774167
"oil",2021-08-01,47692.089,105913.943333333
"bio_oil_and_diesel",2021-09-01,67163.1,60648.2166666667
"coal",2021-09-01,8579213.265384,8786125.6863465
"natural_gas",2021-09-01,2499150.878992,2444951.7642245
"oil",2021-09-01,173748.533,134872.032166667
"bio_oil_and_diesel",2021-10-01,53707.8,62286.9833333333
"coal",2021-10-01,7304321.055869,8919422.60468433
"natural_gas",2021-10-01,2536548.717,2473679.14032833
"oil",2021-10-01,173742.997,158548.674333333
"bio_oil_and_diesel",2021-11-01,53120.9,65252.7166666667
"coal",2021-11-01,8051651.165925,8989836.84823683
"natural_gas",2021-11-01,2421851.112,2550044.475884
"oil",2021-11-01,87583.711,142998.806166667
"bio_oil_and_diesel",2021-12-01,76479.4,70847.6166666667
"coal",2021-12-01,8941950.666141,9039655.41981267
"natural_gas",2021-12-01,2099723.677652,2499646.61170883
"oil",2021-12-01,78287.835,133108.396166667
"bio_oil_and_diesel",2022-01-01,85904.2,70862.6
"coal",2022-01-01,8933894.30563,8740849.04135917
"natural_gas",2022-01-01,2215209.225467,2363982.86797867
"oil",2022-01-01,351792.554,152141.2865
"bio_oil_and_diesel",2022-02-01,73965.284192,68390.114032
"coal",2022-02-01,7843624.965127,8275775.90401267
"natural_gas",2022-02-01,2076161.394181,2308107.500882
"bio_oil_and_diesel",2022-03-01,68624.1,68633.614032
"coal",2022-03-01,6514825.686552,7931711.30754067
"natural_gas",2022-03-01,2690948.710492,2340073.806132
"bio_oil_and_diesel",2022-04-01,79331.5,72904.2306986667
"coal",2022-04-01,6389596.622472,7779257.23530783
"natural_gas",2022-04-01,2024614.309242,2254751.404839
"bio_oil_and_diesel",2022-05-01,76525.7,76805.0306986667
"coal",2022-05-01,6555087.259542,7529829.91757733
"natural_gas",2022-05-01,2034733.135894,2190231.74215467
"bio_oil_and_diesel",2022-06-01,42122.3,71078.8473653333
"coal",2022-06-01,8282001.213095,7419838.34206967
"natural_gas",2022-06-01,2166236.066086,2201317.140227
"bio_oil_and_diesel",2022-07-01,52911.7,65580.0973653333
"coal",2022-07-01,9879876.392053,7577502.02314017
"natural_gas",2022-07-01,2571089.279639,2260630.482589
"bio_oil_and_diesel",2022-08-01,89758.8,68212.35
"coal",2022-08-01,9568758.030437,7865024.20069183
"natural_gas",2022-08-01,2051551.409842,2256528.8185325
"bio_oil_and_diesel",2022-09-01,87747.2,71399.5333333333
"coal",2022-09-01,7212993.184573,7981385.450362
"natural_gas",2022-09-01,2022728.268368,2145158.74484517
"bio_oil_and_diesel",2022-10-01,65361.1,69071.1333333333
"coal",2022-10-01,6380423.11374,7979856.53224
"natural_gas",2022-10-01,2603590.589288,2241654.7915195
"bio_oil_and_diesel",2022-11-01,86282.1,70697.2
"coal",2022-11-01,6918901.484106,8040492.236334
"natural_gas",2022-11-01,2686277.356305,2350245.49492133
"bio_oil_and_diesel",2022-12-01,94822.4,79480.55
"coal",2022-12-01,9339429.045266,8216730.2083625
"natural_gas",2022-12-01,3166104.327616,2516890.20517633
"bio_oil_and_diesel",2023-01-01,94630,86433.6
"coal",2023-01-01,8899736.673176,8053373.58854967
"natural_gas",2023-01-01,2325532.9099,2475964.14355317
"bio_oil_and_diesel",2023-02-01,83551.7,85399.0833333333
"coal",2023-02-01,7627711.87485,7729865.89595183
"natural_gas",2023-02-01,2412712.968534,2536157.7366685
"bio_oil_and_diesel",2023-03-01,78275.5,83820.4666666667
"coal",2023-03-01,5869601.231841,7505967.23716317
"natural_gas",2023-03-01,1903742.784782,2516326.8227375
"bio_oil_and_diesel",2023-04-01,83287.3,86808.1666666667
"coal",2023-04-01,5712212.080485,7394598.73162067
"natural_gas",2023-04-01,1787779.023733,2380358.22847833
"bio_oil_and_diesel",2023-05-01,55129.3,81616.0333333333
"coal",2023-05-01,5641191.872292,7181647.12965167
"natural_gas",2023-05-01,1428898.883024,2170795.14959817
"bio_oil_and_diesel",2023-06-01,48118,73831.9666666667
"coal",2023-06-01,6523775.342898,6712371.51259033
"natural_gas",2023-06-01,1673262.599858,1921988.19497183
"bio_oil_and_diesel",2023-07-01,97369.6,74288.5666666667
"coal",2023-07-01,8110809.049458,6580883.575304
"natural_gas",2023-07-01,2042950.453768,1874891.11894983
"bio_oil_and_diesel",2023-08-01,97569.6,76624.8833333333
"coal",2023-08-01,8741077.111519,6766444.44808217
"natural_gas",2023-08-01,2205172.813326,1840301.09308183
"bio_oil_and_diesel",2023-09-01,86340.4,77969.0333333333
"coal",2023-09-01,6630114.510351,6893196.66116717
"natural_gas",2023-09-01,1843448.724692,1830252.08306683
"bio_oil_and_diesel",2023-10-01,88788.9,78885.9666666667
"coal",2023-10-01,5910529.744015,6926249.60508883
"natural_gas",2023-10-01,1633866.918532,1804600.06553333
"bio_oil_and_diesel",2023-11-01,84032.3,83703.1333333333
"coal",2023-11-01,6428609.471794,7057485.8716725
"natural_gas",2023-11-01,1577182.721565,1829314.0386235
"bio_oil_and_diesel",2023-12-01,94842.9,91490.6166666667
"coal",2023-12-01,7332096.463605,7192206.058457
"natural_gas",2023-12-01,1613628.572685,1819375.03409467
"bio_oil_and_diesel",2024-01-01,74546.5,87686.7666666667
"coal",2024-01-01,7714930.762388,7126226.34394533
"natural_gas",2024-01-01,2058460.284081,1821960.0058135
"bio_oil_and_diesel",2024-02-01,50244,79799.1666666667
"coal",2024-02-01,6402698.304292,6736496.54274083
"natural_gas",2024-02-01,1438357.653616,1694157.47919517
"bio_oil_and_diesel",2024-03-01,90236.4,80448.5
"coal",2024-03-01,5541682.84892,6555091.26583567
"natural_gas",2024-03-01,1445466.155671,1627827.051025
"bio_oil_and_diesel",2024-04-01,57024.7,75154.4666666667
"coal",2024-04-01,5137812.670297,6426305.08688267
"natural_gas",2024-04-01,1111292.507631,1540731.31587483
"bio_oil_and_diesel",2024-05-01,27358.937728,65708.906288
"coal",2024-05-01,4101448.292103,6038444.8902675
"natural_gas",2024-05-01,1763210.369109,1571735.92379883
"bio_oil_and_diesel",2024-06-01,45351.1,57460.2729546667
"coal",2024-06-01,5803542.650122,5783685.92135367
"natural_gas",2024-06-01,2275654.596195,1682073.59438383
"bio_oil_and_diesel",2024-07-01,86662.6,59479.6229546667
"coal",2024-07-01,8163086.721725,5858378.58124317
"natural_gas",2024-07-01,2680358.419661,1785723.28364717
"bio_oil_and_diesel",2024-08-01,99175,67634.7896213333
"coal",2024-08-01,9359257.869333,6351138.50875
"natural_gas",2024-08-01,2956821.597656,2038800.60765383
"bio_oil_and_diesel",2024-09-01,79938.565184,65918.4838186667
"coal",2024-09-01,6902695.940881,6577974.02407683
"natural_gas",2024-09-01,2097945.776255,2147547.2110845
"bio_oil_and_diesel",2024-10-01,93582.7,72011.4838186667
"coal",2024-10-01,5136668.285017,6577783.29319683
"natural_gas",2024-10-01,1858435.147741,2272070.98443617
"bio_oil_and_diesel",2024-11-01,83514.4,81370.7275306667
"coal",2024-11-01,5584291.327283,6824923.79906017
"natural_gas",2024-11-01,1249428.600863,2186440.6897285
"bio_oil_and_diesel",2024-12-01,78247.4,86853.4441973333
"coal",2024-12-01,6906107.380258,7008684.58741617
"natural_gas",2024-12-01,1223810.346877,2011133.31484217
"bio_oil_and_diesel",2025-01-01,94627.3,88180.8941973333
"coal",2025-01-01,3681180.222236,6261700.17083467
"natural_gas",2025-01-01,1110033.563086,1749412.505413
