"source_dataset","date","plant_name","plant_number","energy_type_clean","energy_generated_mwh","emissions_kg","ef_kg_per_mwh","pollutant"
"eastwest_power",2024-01-01,"Dangjin",7,"coal",282507.226,16050,0.056812706093401,"TSP"
"eastwest_power",2024-01-01,"Dangjin",8,"coal",172165.762,11610,0.0674350106846447,"TSP"
"eastwest_power",2024-01-01,"Dangjin",9,"coal",580883.746,37660,0.0648322495840674,"TSP"
"eastwest_power",2024-01-01,"Dangjin",10,"coal",450654.865,26160,0.0580488574110922,"TSP"
"eastwest_power",2024-01-01,"Donghae",1,"coal",122652.874,41530,0.338597854625078,"TSP"
"eastwest_power",2024-01-01,"Donghae",2,"coal",135503.975,48950,0.361244015166345,"TSP"
"eastwest_power",2024-02-01,"Dangjin",4,"coal",221376.357,7580,0.0342403321778396,"TSP"
"eastwest_power",2024-02-01,"Dangjin",5,"coal",214378.587,16860,0.0786459143888284,"TSP"
"eastwest_power",2024-02-01,"Dangjin",6,"coal",235725.445,20610,0.0874322243829044,"TSP"
"eastwest_power",2024-02-01,"Dangjin",7,"coal",239287.785,18590,0.0776888799401106,"TSP"
"eastwest_power",2024-02-01,"Dangjin",8,"coal",196325.135,16850,0.0858270134387021,"TSP"
"eastwest_power",2024-02-01,"Dangjin",9,"coal",386433.089,27510,0.0711895559233542,"TSP"
"eastwest_power",2024-02-01,"Dangjin",10,"coal",470837.203,32860,0.0697905768504024,"TSP"
"eastwest_power",2024-02-01,"Donghae",1,"coal",16243.084,5570,0.34291517546791,"TSP"
"eastwest_power",2024-02-01,"Donghae",2,"coal",122168.693,46930,0.384140968095648,"TSP"
"eastwest_power",2024-03-01,"Dangjin",5,"coal",223278.468,13920,0.0623436739094788,"TSP"
"eastwest_power",2024-03-01,"Dangjin",6,"coal",292411.159,20720,0.0708591288747636,"TSP"
"eastwest_power",2024-03-01,"Dangjin",7,"coal",276445.765,16400,0.0593244754536211,"TSP"
"eastwest_power",2024-03-01,"Dangjin",8,"coal",234862.417,21210,0.0903081909439772,"TSP"
"eastwest_power",2024-03-01,"Dangjin",10,"coal",612784.633,48740,0.0795385480888846,"TSP"
"eastwest_power",2024-03-01,"Donghae",1,"coal",102658.648,33020,0.321648498624295,"TSP"
"eastwest_power",2024-03-01,"Donghae",2,"coal",14957.683,5540,0.370378219674799,"TSP"
"eastwest_power",2024-04-01,"Dangjin",4,"coal",167175.52,5360,0.0320621105291014,"TSP"
"eastwest_power",2024-04-01,"Dangjin",5,"coal",128567.714,9150,0.071168722810145,"TSP"
"eastwest_power",2024-04-01,"Dangjin",6,"coal",234340.325,17880,0.076299288225362,"TSP"
"eastwest_power",2024-04-01,"Dangjin",7,"coal",242651.773,16830,0.0693586524916923,"TSP"
"eastwest_power",2024-04-01,"Dangjin",8,"coal",225892.97,18890,0.0836236736362358,"TSP"
"eastwest_power",2024-04-01,"Dangjin",10,"coal",416808.778,30980,0.0743266496177295,"TSP"
"eastwest_power",2024-04-01,"Donghae",1,"coal",95902.888,33940,0.353899665670131,"TSP"
"eastwest_power",2024-04-01,"Donghae",2,"coal",26382.07,9920,0.37601295122028,"TSP"
"eastwest_power",2024-05-01,"Dangjin",1,"coal",218343.7,6960,0.031876349077166,"TSP"
"eastwest_power",2024-05-01,"Dangjin",6,"coal",34607.949,3390,0.0979543745860236,"TSP"
"eastwest_power",2024-05-01,"Dangjin",7,"coal",313915.242,24690,0.0786518037247774,"TSP"
"eastwest_power",2024-05-01,"Dangjin",8,"coal",166992.4,14540,0.0870698307228353,"TSP"
"eastwest_power",2024-05-01,"Dangjin",10,"coal",603527.388,53800,0.0891425991093548,"TSP"
"eastwest_power",2024-05-01,"Donghae",1,"coal",78276.301,27200,0.347487038254401,"TSP"
"eastwest_power",2024-05-01,"Donghae",2,"coal",105230.206,37870,0.359877657181437,"TSP"
"eastwest_power",2024-06-01,"Dangjin",1,"coal",248719.697,8160,0.0328080168093804,"TSP"
"eastwest_power",2024-06-01,"Dangjin",4,"coal",134672.239,4710,0.0349738003539096,"TSP"
"eastwest_power",2024-06-01,"Dangjin",5,"coal",48932.104,3260,0.066622927148197,"TSP"
"eastwest_power",2024-06-01,"Dangjin",6,"coal",219285.638,20900,0.0953094794105941,"TSP"
"eastwest_power",2024-06-01,"Dangjin",7,"coal",146175.547,12820,0.0877027674129381,"TSP"
"eastwest_power",2024-06-01,"Dangjin",8,"coal",156868.532,14370,0.0916053705404727,"TSP"
"eastwest_power",2024-06-01,"Dangjin",9,"coal",282118.11,25140,0.0891116135720603,"TSP"
"eastwest_power",2024-06-01,"Dangjin",10,"coal",649525.102,58440,0.0899734280015555,"TSP"
"eastwest_power",2024-06-01,"Donghae",1,"coal",74163.672,3440,0.0463838953389471,"TSP"
"eastwest_power",2024-06-01,"Donghae",2,"coal",120872.506,5950,0.0492254210399179,"TSP"
"eastwest_power",2024-07-01,"Dangjin",5,"coal",230066.029,12690,0.0551580781185214,"TSP"
"eastwest_power",2024-07-01,"Dangjin",6,"coal",279337.192,21650,0.077504895946688,"TSP"
"eastwest_power",2024-07-01,"Dangjin",7,"coal",279681.365,18700,0.0668618018222272,"TSP"
"eastwest_power",2024-07-01,"Dangjin",8,"coal",214085.8,18730,0.0874882874062642,"TSP"
"eastwest_power",2024-07-01,"Dangjin",9,"coal",586987.189,37040,0.0631018882424025,"TSP"
"eastwest_power",2024-07-01,"Dangjin",10,"coal",586997.803,37660,0.0641569692553006,"TSP"
"eastwest_power",2024-07-01,"Donghae",1,"coal",51752.953,17310,0.334473667618541,"TSP"
"eastwest_power",2024-07-01,"Donghae",2,"coal",126871.507,38110,0.300382654081661,"TSP"
"southern_power",2024-07-01,"Samcheok",1,"coal",52960.6886,3766,0.0711093473206842,"TSP"
"eastwest_power",2024-08-01,"Dangjin",1,"coal",312889.157,10230,0.0326952844837637,"TSP"
"eastwest_power",2024-08-01,"Dangjin",5,"coal",288337.93,16810,0.0582996486102262,"TSP"
"eastwest_power",2024-08-01,"Dangjin",6,"coal",153159.115,12420,0.0810921374153931,"TSP"
"eastwest_power",2024-08-01,"Dangjin",7,"coal",287883.999,18840,0.0654430258904386,"TSP"
"eastwest_power",2024-08-01,"Dangjin",8,"coal",278011.149,27610,0.0993125639000902,"TSP"
"eastwest_power",2024-08-01,"Dangjin",9,"coal",605851.969,46670,0.0770320183609076,"TSP"
"eastwest_power",2024-08-01,"Dangjin",10,"coal",607324.346,42260,0.0695839056647994,"TSP"
"eastwest_power",2024-08-01,"Donghae",1,"coal",112084.583,37560,0.335104070467925,"TSP"
"eastwest_power",2024-08-01,"Donghae",2,"coal",128631.356,45230,0.351624995697006,"TSP"
"eastwest_power",2024-09-01,"Dangjin",1,"coal",305112.112,9830,0.0322176656166308,"TSP"
"eastwest_power",2024-09-01,"Dangjin",5,"coal",282652.3,14400,0.0509459855801633,"TSP"
"eastwest_power",2024-09-01,"Dangjin",7,"coal",159450.239,8440,0.0529318742507498,"TSP"
"eastwest_power",2024-09-01,"Dangjin",8,"coal",305025.563,30540,0.10012275594095,"TSP"
"eastwest_power",2024-09-01,"Dangjin",9,"coal",539051.191,31950,0.0592708086605452,"TSP"
"eastwest_power",2024-09-01,"Dangjin",10,"coal",622315.338,33260,0.0534455732794425,"TSP"
"eastwest_power",2024-09-01,"Donghae",1,"coal",89691.058,30920,0.344738937074418,"TSP"
"eastwest_power",2024-09-01,"Donghae",2,"coal",107286.911,38610,0.359876145562621,"TSP"
"eastwest_power",2024-10-01,"Dangjin",5,"coal",337919.675,19300,0.0571141647789523,"TSP"
"eastwest_power",2024-10-01,"Dangjin",7,"coal",91770.605,7490,0.0816165481310709,"TSP"
"eastwest_power",2024-10-01,"Dangjin",8,"coal",231107.966,28190,0.121977621489689,"TSP"
"eastwest_power",2024-10-01,"Dangjin",9,"coal",439738.782,33070,0.0752037376589632,"TSP"
"eastwest_power",2024-10-01,"Dangjin",10,"coal",543328.762,38050,0.0700312640544511,"TSP"
"eastwest_power",2024-10-01,"Donghae",1,"coal",5808.956,2080,0.358067783608621,"TSP"
"eastwest_power",2024-10-01,"Donghae",2,"coal",20029.226,7050,0.35198564337933,"TSP"
"eastwest_power",2024-11-01,"Dangjin",1,"coal",284516.003,11620,0.0408412879327565,"TSP"
"eastwest_power",2024-11-01,"Dangjin",4,"coal",261396.982,9640,0.0368787731451314,"TSP"
"eastwest_power",2024-11-01,"Dangjin",5,"coal",252635.636,18020,0.0713280211980862,"TSP"
"eastwest_power",2024-11-01,"Dangjin",7,"coal",187135.622,16860,0.0900950862257534,"TSP"
"eastwest_power",2024-11-01,"Dangjin",8,"coal",291786.394,37760,0.129409735259966,"TSP"
"eastwest_power",2024-11-01,"Dangjin",9,"coal",366366.423,47840,0.130579651945888,"TSP"
"eastwest_power",2024-11-01,"Dangjin",10,"coal",559809.418,50540,0.0902807247876634,"TSP"
"eastwest_power",2024-11-01,"Donghae",1,"coal",13264.642,4440,0.334724450158549,"TSP"
"eastwest_power",2024-11-01,"Donghae",2,"coal",110137.813,39120,0.355191363750795,"TSP"
"eastwest_power",2024-12-01,"Dangjin",1,"coal",303168.634,11580,0.038196563566665,"TSP"
"eastwest_power",2024-12-01,"Dangjin",5,"coal",325075.817,21290,0.0654924140358309,"TSP"
"eastwest_power",2024-12-01,"Dangjin",7,"coal",276376.4,16850,0.0609675789973384,"TSP"
"eastwest_power",2024-12-01,"Dangjin",8,"coal",80170.248,8230,0.10265653662441,"TSP"
"eastwest_power",2024-12-01,"Dangjin",9,"coal",576985.86,49490,0.085773332469534,"TSP"
"eastwest_power",2024-12-01,"Dangjin",10,"coal",583135.488,41210,0.0706696828576483,"TSP"
"eastwest_power",2024-12-01,"Donghae",1,"coal",108133.022,33280,0.307769073539811,"TSP"
"eastwest_power",2024-12-01,"Donghae",2,"coal",102049.392,36180,0.354534204378209,"TSP"
"southern_power",2025-04-01,"Namjeju Steam",1,"bio_oil_and_diesel",26620.9,745,0.0279855301661476,"TSP"
"southern_power",2025-07-01,"Namjeju Steam",1,"bio_oil_and_diesel",1380,39,0.0282608695652174,"TSP"
